Subject	Dutch_name	Stimulus_type	Response_type	label	onset	offset	Real_onset
AH22	haai	picture	silent	!	1,1	1,2079	1900
AH22	hek	picture	aloud	aloud	0	0,4308	800
AH22	hek	picture	aloud	hek	0,4308	0,729	1231
AH22	hek	picture	aloud	!	0,729	1,2084	1529
AH22	helm	picture+word	silent	silent	0	0,2	800
AH22	helm	picture+word	silent	helm	0,2	1,1	1000
AH22	helm	picture+word	silent	!	1,1	1,2078	1900
AH22	horloge	picture	silent	silent	0	0,2	800
AH22	horloge	picture	silent	horloge	0,2	1,1	1000
AH22	horloge	picture	silent	!	1,1	1,2019	1900
AH22	kanon	picture	aloud	aloud	0	0,4122	800
AH22	kanon	picture	aloud	kanon	0,4122	0,7526	1212
AH22	kanon	picture	aloud	!	0,7526	1,2086	1553
AH22	kapstok	picture+word	aloud	aloud	0	0,5123	800
AH22	kapstok	picture+word	aloud	kapstok	0,5123	0,9817	1312
AH22	kapstok	picture+word	aloud	!	0,9817	1,205	1782
AH22	kat	picture	aloud	aloud	0	0,4687	800
AH22	kat	picture	aloud	kat	0,4687	0,8063	1269
AH22	kat	picture	aloud	!	0,8063	1,2085	1606
AH22	kegel	picture	silent	silent	0	0,2	800
AH22	kegel	picture	silent	kegel	0,2	1,1	1000
AH22	kegel	picture	silent	!	1,1	1,1995	1900
AH22	ketting	picture	aloud	aloud	0	0,4788	800
AH22	ketting	picture	aloud	ketting	0,4788	0,8336	1279
AH22	ketting	picture	aloud	!	0,8336	1,2012	1634
AH22	kleed	picture	aloud	aloud	0	0,4693	800
AH22	kleed	picture	aloud	kleed	0,4693	0,8192	1269
AH22	kleed	picture	aloud	!	0,8192	1,208	1619
AH22	kluis	picture+word	aloud	aloud	0	0,3878	800
AH22	kluis	picture+word	aloud	kluis	0,3878	0,8207	1188
AH22	kluis	picture+word	aloud	!	0,8207	1,2039	1621
AH22	knie	picture	aloud	aloud	0	0,4676	800
AH22	knie	picture	aloud	knie	0,4676	0,7328	1268
AH22	knie	picture	aloud	!	0,7328	1,2076	1533
AH22	knoflook	picture+word	aloud	aloud	0	0,351	800
AH22	knoflook	picture+word	aloud	knoflook	0,351	0,9062	1151
AH22	knoflook	picture+word	aloud	!	0,9062	1,2054	1706
AH22	koe	picture+word	silent	silent	0	0,2	800
AH22	koe	picture+word	silent	koe	0,2	1,1	1000
AH22	koe	picture+word	silent	!	1,1	1,1998	1900
AH22	koffer	picture	silent	silent	0	0,2	800
AH22	koffer	picture	silent	koffer	0,2	1,1	1000
AH22	koffer	picture	silent	!	1,1	1,2075	1900
AH22	koffiebonen	picture+word	aloud	aloud	0	0,5909	800
AH22	koffiebonen	picture+word	aloud	koffiebonen	0,5909	1,1745	1391
AH22	koffiebonen	picture+word	aloud	!	1,1745	1,2024	1975
AH22	komkommer	picture	aloud	aloud	0	0,3771	800
AH22	komkommer	picture	aloud	komkommer	0,3771	0,8716	1177
AH22	komkommer	picture	aloud	!	0,8716	1,2039	1672
AH22	koptelefoon	picture	silent	silent	0	0,2	800
AH22	koptelefoon	picture	silent	koptelefoon	0,2	1,1	1000
AH22	koptelefoon	picture	silent	!	1,1	1,2061	1900
AH22	krijt	picture+word	aloud	aloud	0	0,4969	800
AH22	krijt	picture+word	aloud	krijt	0,4969	0,867	1297
AH22	krijt	picture+word	aloud	!	0,867	1,2064	1667
AH22	kruk	picture+word	aloud	aloud	0	0,4417	800
AH22	kruk	picture+word	aloud	kruk	0,4417	0,8212	1242
AH22	kruk	picture+word	aloud	!	0,8212	1,2058	1621
AH22	kussen	picture	aloud	aloud	0	0,5421	800
AH22	kussen	picture	aloud	kussen	0,5421	0,8888	1342
AH22	kussen	picture	aloud	!	0,8888	1,2019	1689
AH22	laptop	picture+word	silent	silent	0	0,2	800
AH22	laptop	picture+word	silent	laptop	0,2	1,1	1000
AH22	laptop	picture+word	silent	!	1,1	1,2032	1900
AH22	lieveheersbeestje	picture+word	silent	silent	0	0,2	800
AH22	lieveheersbeestje	picture+word	silent	lieveheersbeestje	0,2	1,1	1000
AH22	lieveheersbeestje	picture+word	silent	!	1,1	1,2021	1900
AH22	loopband	picture+word	silent	silent	0	0,2	800
AH22	loopband	picture+word	silent	loopband	0,2	1,1	1000
AH22	loopband	picture+word	silent	!	1,1	1,2019	1900
AH22	lucifer	picture+word	aloud	aloud	0	0,4952	800
AH22	lucifer	picture+word	aloud	lucifer	0,4952	1,0167	1295
AH22	lucifer	picture+word	aloud	!	1,0167	1,2042	1817
AH22	matras	picture+word	silent	silent	0	0,2	800
AH22	matras	picture+word	silent	matras	0,2	1,1	1000
AH22	matras	picture+word	silent	!	1,1	1,2089	1900
AH22	medaille	picture	silent	silent	0	0,2	800
AH22	medaille	picture	silent	medaille	0,2	1,1	1000
AH22	medaille	picture	silent	!	1,1	1,2045	1900
AH22	mok	picture	silent	silent	0	0,2	800
AH22	mok	picture	silent	mok	0,2	1,1	1000
AH22	mok	picture	silent	!	1,1	1,2053	1900
AH22	molen	picture	silent	silent	0	0,2	800
AH22	molen	picture	silent	molen	0,2	1,1	1000
AH22	molen	picture	silent	!	1,1	1,2019	1900
AH22	nagelknipper	picture	silent	silent	0	0,2	800
AH22	nagelknipper	picture	silent	nagelknipper	0,2	1,1	1000
AH22	nagelknipper	picture	silent	!	1,1	1,2021	1900
AH22	olifant	picture+word	silent	silent	0	0,2	800
AH22	olifant	picture+word	silent	olifant	0,2	1,1	1000
AH22	olifant	picture+word	silent	!	1,1	1,2095	1900
AH22	olijf	picture	aloud	aloud	0	0,8323	800
AH22	olijf	picture	aloud	olijf	0,8323	1,1775	1632
AH22	olijf	picture	aloud	FRUIT	1,1775	1,2063	1978
AH22	paprika	picture+word	silent	silent	0	0,2	800
AH22	paprika	picture+word	silent	paprika	0,2	1,1	1000
AH22	paprika	picture+word	silent	!	1,1	1,2051	1900
AH22	piano	picture+word	silent	silent	0	0,2	800
AH22	piano	picture+word	silent	piano	0,2	1,1	1000
AH22	piano	picture+word	silent	!	1,1	1,2052	1900
AH22	pijl	picture	aloud	aloud	0	0,4013	800
AH22	pijl	picture	aloud	pijl	0,4013	0,697	1201
AH22	pijl	picture	aloud	!	0,697	1,2056	1497
AH22	pil	picture+word	aloud	aloud	0	0,3913	800
AH22	pil	picture+word	aloud	pil	0,3913	0,6576	1191
AH22	pil	picture+word	aloud	!	0,6576	1,2054	1458
AH22	pincet	picture+word	aloud	aloud	0	0,5557	800
AH22	pincet	picture+word	aloud	pincet	0,5557	1,033	1356
AH22	pincet	picture+word	aloud	!	1,033	1,2051	1833
AH22	pinda	picture	silent	silent	0	0,2	800
AH22	pinda	picture	silent	pinda	0,2	1,1	1000
AH22	pinda	picture	silent	!	1,1	1,2022	1900
AH22	plank	picture	silent	silent	0	0,2	800
AH22	plank	picture	silent	plank	0,2	1,1	1000
AH22	plank	picture	silent	!	1,1	1,2017	1900
AH22	pleister	picture	silent	silent	0	0,2	800
AH22	pleister	picture	silent	pleister	0,2	1,1	1000
AH22	pleister	picture	silent	!	1,1	1,2048	1900
AH22	pot	picture+word	silent	silent	0	0,2	800
AH22	pot	picture+word	silent	pot	0,2	1,1	1000
AH22	pot	picture+word	silent	!	1,1	1,2028	1900
AH22	printer	picture	aloud	aloud	0	0,5785	800
AH22	printer	picture	aloud	printer	0,5785	0,9974	1379
AH22	printer	picture	aloud	!	0,9974	1,2082	1797
AH22	prullenbak	picture+word	silent	silent	0	0,2	800
AH22	prullenbak	picture+word	silent	prullenbak	0,2	1,1	1000
AH22	prullenbak	picture+word	silent	!	1,1	1,2019	1900
AH22	puntenslijper	picture+word	aloud	aloud	0	0,4349	800
AH22	puntenslijper	picture+word	aloud	puntenslijper	0,4349	1,0663	1235
AH22	puntenslijper	picture+word	aloud	!	1,0663	1,1996	1866
AH22	puzzelstukje	picture+word	aloud	aloud	0	0,484	800
AH22	puzzelstukje	picture+word	aloud	puzzelstukje	0,484	1,1155	1284
AH22	puzzelstukje	picture+word	aloud	!	1,1155	1,2068	1916
AH22	riem	picture	silent	silent	0	0,2	800
AH22	riem	picture	silent	riem	0,2	1,1	1000
AH22	riem	picture	silent	!	1,1	1,2018	1900
AH22	rietje	picture+word	aloud	aloud	0	0,4158	800
AH22	rietje	picture+word	aloud	rietje	0,4158	0,8099	1216
AH22	rietje	picture+word	aloud	!	0,8099	1,2014	1610
AH22	rijst	picture	aloud	aloud	0	0,7248	800
AH22	rijst	picture	aloud	rijst	0,7248	1,0922	1525
AH22	rijst	picture	aloud	!	1,0922	1,2013	1892
AH22	rits	picture	aloud	aloud	0	0,4397	800
AH22	rits	picture	aloud	rits	0,4397	0,8926	1240
AH22	rits	picture	aloud	!	0,8926	1,2044	1693
AH22	schaar	picture	silent	silent	0	0,2	800
AH22	schaar	picture	silent	schaar	0,2	1,1	1000
AH22	schaar	picture	silent	!	1,1	1,209	1900
AH22	scheermesje	picture+word	aloud	aloud	0	0,3467	800
AH22	scheermesje	picture+word	aloud	scheermesje	0,3467	0,9654	1147
AH22	scheermesje	picture+word	aloud	!	0,9654	1,2013	1765
AH22	schep	picture+word	aloud	aloud	0	0,3235	800
AH22	schep	picture+word	aloud	schep	0,3235	0,7053	1124
AH22	schep	picture+word	aloud	!	0,7053	1,2083	1505
AH22	schommel	picture+word	silent	silent	0	0,2	800
AH22	schommel	picture+word	silent	schommel	0,2	1,1	1000
AH22	schommel	picture+word	silent	!	1,1	1,2089	1900
AH22	sigaret	picture	aloud	aloud	0	0,4532	800
AH22	sigaret	picture	aloud	sigaret	0,4532	1,0905	1253
AH22	sigaret	picture	aloud	!	1,0905	1,2078	1891
AH22	slabbetje	picture+word	aloud	aloud	0	0,3957	800
AH22	slabbetje	picture+word	aloud	slabbetje	0,3957	0,924	1196
AH22	slabbetje	picture+word	aloud	!	0,924	1,2047	1724
AH22	sleutel	picture	silent	silent	0	0,2	800
AH22	sleutel	picture	silent	sleutel	0,2	1,1	1000
AH22	sleutel	picture	silent	!	1,1	1,2018	1900
AH22	sneeuwpop	picture	aloud	aloud	0	0,4153	800
AH22	sneeuwpop	picture	aloud	sneeuwpop	0,4153	0,9811	1215
AH22	sneeuwpop	picture	aloud	!	0,9811	1,1999	1781
AH22	speen	picture+word	silent	silent	0	0,2	800
AH22	speen	picture+word	silent	speen	0,2	1,1	1000
AH22	speen	picture+word	silent	!	1,1	1,2011	1900
AH22	steen	picture+word	aloud	aloud	0	0,3634	800
AH22	steen	picture+word	aloud	steen	0,3634	0,7224	1163
AH22	steen	picture+word	aloud	!	0,7224	1,2012	1522
AH22	stofzuiger	picture	silent	silent	0	0,2	800
AH22	stofzuiger	picture	silent	stofzuiger	0,2	1,1	1000
AH22	stofzuiger	picture	silent	!	1,1	1,2018	1900
AH22	strijkijzer	picture	silent	silent	0	0,2	800
AH22	strijkijzer	picture	silent	strijkijzer	0,2	1,1	1000
AH22	strijkijzer	picture	silent	!	1,1	1,2046	1900
AH22	stropdas	picture+word	aloud	aloud	0	0,3114	800
AH22	stropdas	picture+word	aloud	stropdas	0,3114	0,938	1111
AH22	stropdas	picture+word	aloud	!	0,938	1,2087	1738
AH22	televisie	picture+word	silent	silent	0	0,2	800
AH22	televisie	picture+word	silent	televisie	0,2	1,1	1000
AH22	televisie	picture+word	silent	!	1,1	1,2086	1900
AH22	tent	picture+word	silent	silent	0	0,2	800
AH22	tent	picture+word	silent	tent	0,2	1,1	1000
AH22	tent	picture+word	silent	!	1,1	1,2075	1900
AH22	theedoek	picture+word	aloud	aloud	0	0,5821	800
AH22	theedoek	picture+word	aloud	theedoek	0,5821	1,0073	1382
AH22	theedoek	picture+word	aloud	!	1,0073	1,2014	1807
AH22	theezakje	picture+word	aloud	aloud	0	0,4059	800
AH22	theezakje	picture+word	aloud	theezakje	0,4059	0,9644	1206
AH22	theezakje	picture+word	aloud	!	0,9644	1,2058	1764
AH22	thermometer	picture	silent	silent	0	0,2	800
AH22	thermometer	picture	silent	thermometer	0,2	1,1	1000
AH22	thermometer	picture	silent	!	1,1	1,2039	1900
AH22	tijger	picture	aloud	aloud	0	0,4223	800
AH22	tijger	picture	aloud	tijger	0,4223	0,8692	1222
AH22	tijger	picture	aloud	!	0,8692	1,209	1669
AH22	toetsenbord	picture	aloud	aloud	0	0,4155	800
AH22	toetsenbord	picture	aloud	toetsenbord	0,4155	0,9626	1216
AH22	toetsenbord	picture	aloud	!	0,9626	1,2025	1763
AH22	tomaat	picture	aloud	aloud	0	0,4618	800
AH22	tomaat	picture	aloud	tomaat	0,4618	0,9238	1262
AH22	tomaat	picture	aloud	!	0,9238	1,2025	1724
AH22	trampoline	picture+word	silent	silent	0	0,2	800
AH22	trampoline	picture+word	silent	trampoline	0,2	1,1	1000
AH22	trampoline	picture+word	silent	!	1,1	1,2051	1900
AH22	vaas	picture	silent	silent	0	0,2	800
AH22	vaas	picture	silent	vaas	0,2	1,1	1000
AH22	vaas	picture	silent	!	1,1	1,2054	1900
AH22	varken	picture	aloud	aloud	0	0,3163	800
AH22	varken	picture	aloud	varken	0,3163	0,7513	1116
AH22	varken	picture	aloud	!	0,7513	1,2012	1551
AH22	veiligheidsspeld	picture+word	silent	silent	0	0,2	800
AH22	veiligheidsspeld	picture+word	silent	veiligheidsspeld	0,2	1,1	1000
AH22	veiligheidsspeld	picture+word	silent	!	1,1	1,2055	1900
AH22	ventilator	picture	aloud	aloud	0	0,4717	800
AH22	ventilator	picture	aloud	ventilator	0,4717	1,1326	1272
AH22	ventilator	picture	aloud	!	1,1326	1,2083	1933
AH22	vergiet	picture+word	aloud	aloud	0	0,321	800
AH22	vergiet	picture+word	aloud	vergiet	0,321	0,8834	1121
AH22	vergiet	picture+word	aloud	!	0,8834	1,2044	1683
AH22	verrekijker	picture	silent	silent	0	0,2	800
AH22	verrekijker	picture	silent	verrekijker	0,2	1,1	1000
AH22	verrekijker	picture	silent	!	1,1	1,2021	1900
AH22	veter	picture+word	aloud	aloud	0	0,3717	800
AH22	veter	picture+word	aloud	veter	0,3717	0,8473	1172
AH22	veter	picture+word	aloud	!	0,8473	1,206	1647
AH22	vingerafdruk	picture	silent	silent	0	0,2	800
AH22	vingerafdruk	picture	silent	vingerafdruk	0,2	1,1	1000
AH22	vingerafdruk	picture	silent	!	1,1	1,2089	1900
AH22	vlinder	picture+word	aloud	aloud	0	0,4489	800
AH22	vlinder	picture+word	aloud	vlinder	0,4489	0,9106	1249
AH22	vlinder	picture+word	aloud	!	0,9106	1,2025	1711
AH22	vork	picture	aloud	aloud	0	0,4801	800
AH22	vork	picture	aloud	vork	0,4801	0,9077	1280
AH22	vork	picture	aloud	!	0,9077	1,2065	1708
AH22	wasknijper	picture	silent	silent	0	0,2	800
AH22	wasknijper	picture	silent	wasknijper	0,2	1,1	1000
AH22	wasknijper	picture	silent	!	1,1	1,2076	1900
AH22	weg	picture	silent	silent	0	0,2	800
AH22	weg	picture	silent	weg	0,2	1,1	1000
AH22	weg	picture	silent	!	1,1	1,2021	1900
AH22	wol	picture+word	aloud	aloud	0	0,3971	800
AH22	wol	picture+word	aloud	wol	0,3971	0,711	1197
AH22	wol	picture+word	aloud	!	0,711	1,209	1511
AH22	zandkasteel	picture+word	silent	silent	0	0,2	800
AH22	zandkasteel	picture+word	silent	zandkasteel	0,2	1,1	1000
AH22	zandkasteel	picture+word	silent	!	1,1	1,2082	1900
AH22	zout	picture+word	silent	silent	0	0,2	800
AH22	zout	picture+word	silent	zout	0,2	1,1	1000
AH22	zout	picture+word	silent	!	1,1	1,2016	1900
AH23	aansteker	picture+word	aloud	aloud	0	0,2496	800
AH23	aansteker	picture+word	aloud	aansteker	0,2496	0,9523	1050
AH23	aansteker	picture+word	aloud	!	0,9523	1,2088	1752
AH23	accordeon	picture+word	silent	silent	0	0,2	800
AH23	accordeon	picture+word	silent	accordeon	0,2	1,1	1000
AH23	accordeon	picture+word	silent	!	1,1	1,2067	1900
AH23	afstandsbediening	picture+word	silent	silent	0	0,2	800
AH23	afstandsbediening	picture+word	silent	afstandsbediening	0,2	1,1	1000
AH23	afstandsbediening	picture+word	silent	!	1,1	1,2051	1900
AH23	afwasmiddel	picture+word	aloud	aloud	0	0,2392	800
AH23	afwasmiddel	picture+word	aloud	afwasmiddel	0,2392	0,9628	1039
AH23	afwasmiddel	picture+word	aloud	!	0,9628	1,2028	1763
AH23	aluminiumfolie	picture+word	silent	silent	0	0,2	800
AH23	aluminiumfolie	picture+word	silent	aluminiumfolie	0,2	1,1	1000
AH23	aluminiumfolie	picture+word	silent	!	1,1	1,2063	1900
AH23	amandelen	picture+word	silent	silent	0	0,2	800
AH23	amandelen	picture+word	silent	amandelen	0,2	1,1	1000
AH23	amandelen	picture+word	silent	!	1,1	1,206	1900
AH23	ananas	picture+word	silent	silent	0	0,2	800
AH23	ananas	picture+word	silent	ananas	0,2	1,1	1000
AH23	ananas	picture+word	silent	!	1,1	1,206	1900
AH23	appel	picture	aloud	aloud	0	0,2702	800
AH23	appel	picture	aloud	appel	0,2702	0,7524	1070
AH23	appel	picture	aloud	!	0,7524	1,2054	1552
AH23	armband	picture+word	aloud	aloud	0	0,314	800
AH23	armband	picture+word	aloud	armband	0,314	0,9344	1114
AH23	armband	picture+word	aloud	!	0,9344	1,204	1734
AH23	aubergine	picture	aloud	aloud	0	0,3973	800
AH23	aubergine	picture	aloud	aubergine	0,3973	0,9126	1197
AH23	aubergine	picture	aloud	!	0,9126	1,2004	1713
AH23	auto	picture+word	silent	silent	0	0,2	800
AH23	auto	picture+word	silent	auto	0,2	1,1	1000
AH23	auto	picture+word	silent	!	1,1	1,205	1900
AH23	avocado	picture	silent	silent	0	0,2	800
AH23	avocado	picture	silent	avocado	0,2	1,1	1000
AH23	avocado	picture	silent	!	1,1	1,2001	1900
AH23	bad	picture	aloud	aloud	0	0,306	800
AH23	bad	picture	aloud	bad	0,306	0,7295	1106
AH23	bad	picture	aloud	!	0,7295	1,2054	1530
AH23	bank	picture+word	silent	silent	0	0,2	800
AH23	bank	picture+word	silent	bank	0,2	1,1	1000
AH23	bank	picture+word	silent	!	1,1	1,1996	1900
AH23	basketbal	picture+word	aloud	aloud	0	0,2906	800
AH23	basketbal	picture+word	aloud	basketbal	0,2906	0,8194	1091
AH23	basketbal	picture+word	aloud	!	0,8194	1,2048	1619
AH23	batterij	picture+word	aloud	aloud	0	0,2907	800
AH23	batterij	picture+word	aloud	batterij	0,2907	0,827	1091
AH23	batterij	picture+word	aloud	!	0,827	1,2021	1627
AH23	beer	picture	silent	silent	0	0,2	800
AH23	beer	picture	silent	beer	0,2	1,1	1000
AH23	beer	picture	silent	!	1,1	1,204	1900
AH23	bezem	picture	silent	silent	0	0,2	800
AH23	bezem	picture	silent	bezem	0,2	1,1	1000
AH23	bezem	picture	silent	!	1,1	1,2042	1900
AH23	blad	picture+word	aloud	aloud	0	0,3333	800
AH23	blad	picture+word	aloud	blad	0,3333	0,7404	1133
AH23	blad	picture+word	aloud	!	0,7404	1,1995	1540
AH23	bladmuziek	picture+word	aloud	aloud	0	0,3835	800
AH23	bladmuziek	picture+word	aloud	bladmuziek	0,3835	1,0472	1184
AH23	bladmuziek	picture+word	aloud	!	1,0472	1,2072	1847
AH23	blender	picture	aloud	aloud	0	0,4896	800
AH23	blender	picture	aloud	blender	0,4896	1,0644	1290
AH23	blender	picture	aloud	!	1,0644	1,1999	1864
AH23	bloemkool	picture	silent	silent	0	0,2	800
AH23	bloemkool	picture	silent	bloemkool	0,2	1,1	1000
AH23	bloemkool	picture	silent	!	1,1	1,1996	1900
AH23	boek	picture	aloud	aloud	0	0,5768	800
AH23	boek	picture	aloud	boek	0,5768	0,9298	1377
AH23	boek	picture	aloud	!	0,9298	1,2014	1730
AH23	boog	picture	aloud	aloud	0	1,1487	800
AH23	boog	picture	aloud	boog	1,1487	1,1801	1949
AH23	boog	picture	aloud	!	1,1801	1,2089	1980
AH23	broodrooster	picture	silent	silent	0	0,2	800
AH23	broodrooster	picture	silent	broodrooster	0,2	1,1	1000
AH23	broodrooster	picture	silent	!	1,1	1,2032	1900
AH23	bus	picture+word	aloud	aloud	0	0,2725	800
AH23	bus	picture+word	aloud	bus	0,2725	0,6925	1073
AH23	bus	picture+word	aloud	!	0,6925	1,202	1493
AH23	cactus	picture+word	silent	silent	0	0,2	800
AH23	cactus	picture+word	silent	cactus	0,2	1,1	1000
AH23	cactus	picture+word	silent	!	1,1	1,2016	1900
AH23	citroen	picture	aloud	aloud	0	0,3467	800
AH23	citroen	picture	aloud	citroen	0,3467	0,8687	1147
AH23	citroen	picture	aloud	!	0,8687	1,2093	1669
AH23	cupcake	picture+word	aloud	aloud	0	0,5096	800
AH23	cupcake	picture+word	aloud	cupcake	0,5096	1,1283	1310
AH23	cupcake	picture+word	aloud	!	1,1283	1,2058	1928
AH23	dienblad	picture+word	aloud	aloud	0	0,2983	800
AH23	dienblad	picture+word	aloud	dienblad	0,2983	0,9659	1098
AH23	dienblad	picture+word	aloud	!	0,9659	1,2019	1766
AH23	dobbelsteen	picture+word	silent	silent	0	0,2	800
AH23	dobbelsteen	picture+word	silent	dobbelsteen	0,2	1,1	1000
AH23	dobbelsteen	picture+word	silent	!	1,1	1,1991	1900
AH23	donut	picture	aloud	aloud	0	0,3512	800
AH23	donut	picture	aloud	donut	0,3512	0,8866	1151
AH23	donut	picture	aloud	!	0,8866	1,2038	1687
AH23	emmer	picture	silent	silent	0	0,2	800
AH23	emmer	picture	silent	emmer	0,2	1,1	1000
AH23	emmer	picture	silent	!	1,1	1,207	1900
AH23	envelop	picture	silent	silent	0	0,2	800
AH23	envelop	picture	silent	envelop	0,2	1,1	1000
AH23	envelop	picture	silent	!	1,1	1,2025	1900
AH23	fiets	picture+word	silent	silent	0	0,2	800
AH23	fiets	picture+word	silent	fiets	0,2	1,1	1000
AH23	fiets	picture+word	silent	!	1,1	1,2061	1900
AH23	fietspomp	picture+word	aloud	aloud	0	0,2412	800
AH23	fietspomp	picture+word	aloud	fietspomp	0,2412	0,8676	1041
AH23	fietspomp	picture+word	aloud	!	0,8676	1,2089	1668
AH23	framboos	picture+word	silent	silent	0	0,2	800
AH23	framboos	picture+word	silent	framboos	0,2	1,1	1000
AH23	framboos	picture+word	silent	!	1,1	1,2062	1900
AH23	garde	picture	silent	silent	0	0,2	800
AH23	garde	picture	silent	garde	0,2	1,1	1000
AH23	garde	picture	silent	!	1,1	1,2068	1900
AH23	gewicht	picture	aloud	aloud	0	0,3069	800
AH23	gewicht	picture	aloud	gewicht	0,3069	1,0014	1107
AH23	gewicht	picture	aloud	!	1,0014	1,2058	1801
AH23	giraffe	picture+word	aloud	aloud	0	0,2598	800
AH23	giraffe	picture+word	aloud	giraffe	0,2598	0,7491	1060
AH23	giraffe	picture+word	aloud	!	0,7491	1,203	1549
AH23	gitaar	picture+word	aloud	aloud	0	0,3	800
AH23	gitaar	picture+word	aloud	gitaar	0,3	0,895	1100
AH23	gitaar	picture+word	aloud	!	0,895	1,2088	1695
AH23	gum	picture	silent	silent	0	0,2	800
AH23	gum	picture	silent	gum	0,2	1,1	1000
AH23	gum	picture	silent	!	1,1	1,2012	1900
AH23	haai	picture	aloud	aloud	0	0,2474	800
AH23	haai	picture	aloud	haai	0,2474	0,7093	1047
AH23	haai	picture	aloud	!	0,7093	1,2021	1509
AH23	hek	picture+word	silent	silent	0	0,2	800
AH23	hek	picture+word	silent	hek	0,2	1,1	1000
AH23	hek	picture+word	silent	!	1,1	1,2032	1900
AH23	helm	picture+word	aloud	aloud	0	0,2355	800
AH23	helm	picture+word	aloud	helm	0,2355	0,611	1036
AH23	helm	picture+word	aloud	!	0,611	1,2031	1411
AH23	horloge	picture	aloud	aloud	0	0,3167	800
AH23	horloge	picture	aloud	horloge	0,3167	0,9153	1117
AH23	horloge	picture	aloud	!	0,9153	1,2056	1715
AH23	kanon	picture+word	silent	silent	0	0,2	800
AH23	kanon	picture+word	silent	kanon	0,2	1,1	1000
AH23	kanon	picture+word	silent	!	1,1	1,2027	1900
AH23	kapstok	picture	silent	silent	0	0,2	800
AH23	kapstok	picture	silent	kapstok	0,2	1,1	1000
AH23	kapstok	picture	silent	!	1,1	1,2092	1900
AH23	kat	picture+word	silent	silent	0	0,2	800
AH23	kat	picture+word	silent	kat	0,2	1,1	1000
AH23	kat	picture+word	silent	!	1,1	1,2035	1900
AH23	kegel	picture	aloud	aloud	0	0,2932	800
AH23	kegel	picture	aloud	kegel	0,2932	0,8075	1093
AH23	kegel	picture	aloud	!	0,8075	1,1996	1608
AH23	ketting	picture+word	silent	silent	0	0,2	800
AH23	ketting	picture+word	silent	ketting	0,2	1,1	1000
AH23	ketting	picture+word	silent	!	1,1	1,2064	1900
AH23	kleed	picture+word	silent	silent	0	0,2	800
AH23	kleed	picture+word	silent	kleed	0,2	1,1	1000
AH23	kleed	picture+word	silent	!	1,1	1,2008	1900
AH23	kluis	picture	silent	silent	0	0,2	800
AH23	kluis	picture	silent	kluis	0,2	1,1	1000
AH23	kluis	picture	silent	!	1,1	1,2001	1900
AH23	knie	picture+word	silent	silent	0	0,2	800
AH23	knie	picture+word	silent	knie	0,2	1,1	1000
AH23	knie	picture+word	silent	!	1,1	1,2056	1900
AH23	knoflook	picture	silent	silent	0	0,2	800
AH23	knoflook	picture	silent	knoflook	0,2	1,1	1000
AH23	knoflook	picture	silent	!	1,1	1,203	1900
AH23	koe	picture+word	aloud	aloud	0	0,5411	800
AH23	koe	picture+word	aloud	koe	0,5411	0,8073	1341
AH23	koe	picture+word	aloud	!	0,8073	1,2064	1607
AH23	koffer	picture	aloud	aloud	0	0,2581	800
AH23	koffer	picture	aloud	koffer	0,2581	0,7448	1058
AH23	koffer	picture	aloud	!	0,7448	1,2057	1545
AH23	koffiebonen	picture	silent	silent	0	0,2	800
AH23	koffiebonen	picture	silent	koffiebonen	0,2	1,1	1000
AH23	koffiebonen	picture	silent	!	1,1	1,2086	1900
AH23	komkommer	picture+word	silent	silent	0	0,2	800
AH23	komkommer	picture+word	silent	komkommer	0,2	1,1	1000
AH23	komkommer	picture+word	silent	!	1,1	1,2004	1900
AH23	koptelefoon	picture	aloud	aloud	0	0,258	800
AH23	koptelefoon	picture	aloud	koptelefoon	0,258	0,9589	1058
AH23	koptelefoon	picture	aloud	!	0,9589	1,2055	1759
AH23	krijt	picture	silent	silent	0	0,2	800
AH23	krijt	picture	silent	krijt	0,2	1,1	1000
AH23	krijt	picture	silent	!	1,1	1,2021	1900
AH23	kruk	picture	silent	silent	0	0,2	800
AH23	kruk	picture	silent	kruk	0,2	1,1	1000
AH23	kruk	picture	silent	!	1,1	1,2088	1900
AH23	kussen	picture+word	silent	silent	0	0,2	800
AH23	kussen	picture+word	silent	kussen	0,2	1,1	1000
AH23	kussen	picture+word	silent	!	1,1	1,2025	1900
AH23	laptop	picture+word	aloud	aloud	0	0,3146	800
AH23	laptop	picture+word	aloud	laptop	0,3146	0,786	1115
AH23	laptop	picture+word	aloud	!	0,786	1,2032	1586
AH23	lieveheersbeestje	picture+word	aloud	aloud	0	0,2513	800
AH23	lieveheersbeestje	picture+word	aloud	lieveheersbeestje	0,2513	1,1149	1051
AH23	lieveheersbeestje	picture+word	aloud	!	1,1149	1,2021	1915
AH23	loopband	picture+word	aloud	aloud	0	0,2649	800
AH23	loopband	picture+word	aloud	loopband	0,2649	0,8891	1065
AH23	loopband	picture+word	aloud	!	0,8891	1,2091	1689
AH23	lucifer	picture	silent	silent	0	0,2	800
AH23	lucifer	picture	silent	lucifer	0,2	1,1	1000
AH23	lucifer	picture	silent	!	1,1	1,2063	1900
AH23	matras	picture+word	aloud	aloud	0	0,2421	800
AH23	matras	picture+word	aloud	matras	0,2421	0,8193	1042
AH23	matras	picture+word	aloud	!	0,8193	1,209	1619
