Subject	Trial	ID	Stimulus_status	Stimulus_type	Response_type	File_name	English_name	Dutch_name	Other_A	Other_B	List	Compound	Agreement_percentage	DK_percentage	Lg10WF	Familiarity	Visual_complexity	Manipulability	Letters	Non-word	Correct	Response
AH16	16	129	Target	picture+word	aloud	pillow01a.jpg	cushion	kussen	n/a	n/a	8	0	100	0	3,3002	4,4	2,4	3,5	6	mipel.png	1	1
AH16	100	130	Target	picture+word	silent	nailclipper03b.jpg	nail-clipper	nagelknipper	nagelkniptang	nagelschaar	8	1	75	0	0,8451	4,4	2,6	3,9	12	mognon.png	1	1
AH16	61	131	Target	picture	aloud	shoelace.jpg	shoelace	veter	n/a	n/a	8	0	100	0	1,7709	4,3	1,9	3,1	5	molof.png	1	1
AH16	37	132	Target	picture	silent	battery02b.jpg	battery	batterij	n/a	n/a	8	0	100	0	2,4713	4,6	2,2	1,6	8	mook.png	1	1
AH16	126	133	Target	picture+word	aloud	raspberry01.jpg	raspberry	framboos	n/a	n/a	8	0	100	0	1,1139	4,7	2,3	1,6	8	murk.png	1	1
AH16	26	134	Target	picture+word	silent	suitcase.jpg	suitcase	koffer	n/a	n/a	8	0	100	0	3,1708	4,2	2,7	2,8	6	naaimachaai.png	1	1
AH16	91	135	Target	picture	aloud	teabag.jpg	tea-bag	theezakje	n/a	n/a	8	1	100	0	0,9542	4,4	2,4	2,8	9	nagelkning.png	1	2
AH16	51	136	Target	picture	silent	lighter01.jpg	lighter	aansteker	n/a	n/a	8	0	100	0	2,4031	4,2	2,7	3,8	9	nietmuur.png	0	8
AH16	119	137	Target	picture+word	aloud	remotecontrol04.jpg	remote-control	afstandsbediening	zapper	n/a	8	0	88	0	2,4216	4,4	3,2	3,6	17	olop.png	1	1
AH16	86	138	Target	picture+word	silent	belt.jpg	belt	riem	n/a	n/a	8	0	100	0	2,7924	4,4	2	3,8	4	olui.png	1	1
AH16	21	139	Target	picture	aloud	razor01.jpg	razor	scheermesje	n/a	n/a	8	1	100	0	1,5682	4,3	2,5	3,7	11	oori.png	1	1
AH16	54	140	Target	picture	silent	helmet.jpg	helmet	helm	n/a	n/a	8	0	88	13	2,6866	3,57	2,02	2,32	4	paarlang.png	1	1
AH16	71	141	Target	picture+word	aloud	snowman.jpg	snowman	sneeuwpop	n/a	n/a	8	1	100	0	1,6812	4,62	2,26	3,26	9	panas.png	1	1
AH16	60	142	Target	picture+word	silent	blender.jpg	blender	blender	mixer	n/a	8	0	88	13	1,4914	4,52	2,29	2,79	7	panclip.png	1	1
AH16	12	143	Target	picture	aloud	tie02.jpg	tie	stropdas	n/a	n/a	8	0	100	0	2,2945	4,64	1,52	4,21	8	papeginda.png	1	2
AH16	58	144	Target	picture	silent	cow.jpg	cow	koe	n/a	n/a	8	0	100	0	2,9096	4,71	2,9	2,91	3	paperaai.png	1	1
AH16	117	145	Target	picture+word	aloud	tomato01.jpg	tomato	tomaat	n/a	n/a	8	0	100	0	2,1173	4,7	1,7	1,5	6	paprinter.png	1	1
AH16	45	146	Target	picture+word	silent	bathtub.jpg	bathtub	bad	badkuip	n/a	8	0	75	0	3,2702	4,79	2,26	3,32	3	parauiger.png	1	1
AH16	115	147	Target	picture	aloud	avocado01.jpg	avocado	avocado	papaya	n/a	8	0	88	0	1,3802	4,3	2,5	1,5	7	peen.png	1	1
AH16	63	148	Target	picture	silent	uprightpiano01.jpg	piano	piano	n/a	n/a	8	0	100	0	2,791	4,67	2,98	4,47	5	piarken.png	1	1
AH16	96	149	Target	picture+word	aloud	couch02.jpg	couch	bank	n/a	n/a	8	0	100	0	3,6042	4,81	2,12	3,21	4	pijza.png	1	1
AH16	122	150	Target	picture+word	silent	peanut01.jpg	peanut	pinda	n/a	n/a	8	0	100	0	1,9731	4,2	2,1	1,9	5	pinceplu.png	1	1
AH16	104	151	Target	picture	aloud	towel01.jpg	towel	theedoek	handdoek	vaatdoekje	8	1	50	0	1,2304	4,3	2,1	2,2	8	pindeer.png	1	2
AH16	127	152	Target	picture	silent	safetypin.jpg	safety-pin	veiligheidsspeld	sluitspeld	speld	8	1	63	0	1,0414	4,2	1,9	2,2	16	pird.png	1	1
AH16	77	153	Target	picture+word	aloud	fork03c.jpg	fork	vork	n/a	n/a	8	0	100	0	2,3579	4,6	2,2	3,5	4	pirges.png	1	1
