Subject	Trial	ID	Stimulus_status	Stimulus_type	Response_type	File_name	English_name	Dutch_name	Other_A	Other_B	List	Compound	Agreement_percentage	DK_percentage	Lg10WF	Familiarity	Visual_complexity	Manipulability	Letters	Non-word	Correct	Response
AH41	27	129	Target	picture	aloud	pillow01a.jpg	cushion	kussen	n/a	n/a	6	0	100	0	3,3002	4,4	2,4	3,5	6	mipel.png	1	1
AH41	46	130	Target	picture	silent	nailclipper03b.jpg	nail-clipper	nagelknipper	nagelkniptang	nagelschaar	6	1	75	0	0,8451	4,4	2,6	3,9	12	mognon.png	1	1
AH41	53	131	Target	picture+word	aloud	shoelace.jpg	shoelace	veter	n/a	n/a	6	0	100	0	1,7709	4,3	1,9	3,1	5	molof.png	1	1
AH41	18	132	Target	picture+word	silent	battery02b.jpg	battery	batterij	n/a	n/a	6	0	100	0	2,4713	4,6	2,2	1,6	8	mook.png	1	1
AH41	21	133	Target	picture	aloud	raspberry01.jpg	raspberry	framboos	n/a	n/a	6	0	100	0	1,1139	4,7	2,3	1,6	8	murk.png	1	1
AH41	31	134	Target	picture	silent	suitcase.jpg	suitcase	koffer	n/a	n/a	6	0	100	0	3,1708	4,2	2,7	2,8	6	naaimachaai.png	1	1
AH41	127	135	Target	picture+word	aloud	teabag.jpg	tea-bag	theezakje	n/a	n/a	6	1	100	0	0,9542	4,4	2,4	2,8	9	nagelkning.png	0	0
AH41	114	136	Target	picture+word	silent	lighter01.jpg	lighter	aansteker	n/a	n/a	6	0	100	0	2,4031	4,2	2,7	3,8	9	nietmuur.png	1	1
AH41	22	137	Target	picture	aloud	remotecontrol04.jpg	remote-control	afstandsbediening	zapper	n/a	6	0	88	0	2,4216	4,4	3,2	3,6	17	olop.png	1	1
AH41	30	138	Target	picture	silent	belt.jpg	belt	riem	n/a	n/a	6	0	100	0	2,7924	4,4	2	3,8	4	olui.png	1	1
AH41	69	139	Target	picture+word	aloud	razor01.jpg	razor	scheermesje	n/a	n/a	6	1	100	0	1,5682	4,3	2,5	3,7	11	oori.png	1	1
AH41	95	140	Target	picture+word	silent	helmet.jpg	helmet	helm	n/a	n/a	6	0	88	13	2,6866	3,57	2,02	2,32	4	paarlang.png	1	1
AH41	64	141	Target	picture	aloud	snowman.jpg	snowman	sneeuwpop	n/a	n/a	6	1	100	0	1,6812	4,62	2,26	3,26	9	panas.png	1	1
AH41	128	142	Target	picture	silent	blender.jpg	blender	blender	mixer	n/a	6	0	88	13	1,4914	4,52	2,29	2,79	7	panclip.png	1	1
AH41	94	143	Target	picture+word	aloud	tie02.jpg	tie	stropdas	n/a	n/a	6	0	100	0	2,2945	4,64	1,52	4,21	8	papeginda.png	1	1
AH41	63	144	Target	picture+word	silent	cow.jpg	cow	koe	n/a	n/a	6	0	100	0	2,9096	4,71	2,9	2,91	3	paperaai.png	1	1
AH41	28	145	Target	picture	aloud	tomato01.jpg	tomato	tomaat	n/a	n/a	6	0	100	0	2,1173	4,7	1,7	1,5	6	paprinter.png	1	1
AH41	61	146	Target	picture	silent	bathtub.jpg	bathtub	bad	badkuip	n/a	6	0	75	0	3,2702	4,79	2,26	3,32	3	parauiger.png	1	1
AH41	23	147	Target	picture+word	aloud	avocado01.jpg	avocado	avocado	papaya	n/a	6	0	88	0	1,3802	4,3	2,5	1,5	7	peen.png	1	1
AH41	97	148	Target	picture+word	silent	uprightpiano01.jpg	piano	piano	n/a	n/a	6	0	100	0	2,791	4,67	2,98	4,47	5	piarken.png	1	1
AH41	72	149	Target	picture	aloud	couch02.jpg	couch	bank	n/a	n/a	6	0	100	0	3,6042	4,81	2,12	3,21	4	pijza.png	1	1
AH41	58	150	Target	picture	silent	peanut01.jpg	peanut	pinda	n/a	n/a	6	0	100	0	1,9731	4,2	2,1	1,9	5	pinceplu.png	1	1
AH41	89	151	Target	picture+word	aloud	towel01.jpg	towel	theedoek	handdoek	vaatdoekje	6	1	50	0	1,2304	4,3	2,1	2,2	8	pindeer.png	1	1
AH41	110	152	Target	picture+word	silent	safetypin.jpg	safety-pin	veiligheidsspeld	sluitspeld	speld	6	1	63	0	1,0414	4,2	1,9	2,2	16	pird.png	1	1
AH41	19	153	Target	picture	aloud	fork03c.jpg	fork	vork	n/a	n/a	6	0	100	0	2,3579	4,6	2,2	3,5	4	pirges.png	1	1
AH41	87	154	Target	picture	silent	road02.jpg	road	weg	n/a	n/a	6	0	100	0	4,8115	4,79	1,69	2,59	3	pleiston.png	1	1
AH41	4	155	Target	picture+word	aloud	pencilsharpener02a.jpg	pencil-sharpener	puntenslijper	n/a	n/a	6	1	100	0	0,301	4,3	2,5	3,4	13	plol.png	1	1
AH41	56	156	Target	picture+word	silent	pepper04a.jpg	pepper	paprika	n/a	n/a	6	0	100	0	1,7709	4,6	2,2	1,2	7	pompokje.png	1	1
AH41	78	157	Target	picture	aloud	computerkeyboard02.jpg	keyboard	toetsenbord	n/a	n/a	6	1	100	0	1,6902	4,7	3,1	4	11	pood.png	1	1
AH41	2	158	Target	picture	silent	clothespin03b.jpg	clothespin	wasknijper	knijper	n/a	6	1	75	0	0,301	4,3	2,3	2,6	10	potlijper.png	1	1
AH41	119	159	Target	picture+word	aloud	match.jpg	match	lucifer	n/a	n/a	6	0	100	0	2,4518	4,4	1,9	3,8	7	potroe.png	1	1
AH41	54	160	Target	picture+word	silent	treadmill.jpg	treadmill	loopband	hardloopband	n/a	6	1	75	0	1,2041	4,67	2,62	3,59	8	prino.png	1	1
AH41	7	161	Target	picture	aloud	cigarette.jpg	cigarette	sigaret	n/a	n/a	6	0	100	0	3,086	4,1	2	4,2	7	proen.png	1	1
AH41	35	162	Target	picture	silent	apple07.jpg	apple	appel	n/a	n/a	6	0	100	0	2,6503	4,6	1,8	2,4	5	prullenlook.png	0	8
AH41	98	163	Target	picture+word	aloud	strainer02.jpg	strainer	vergiet	n/a	n/a	6	0	100	0	1,5911	4,2	2,1	2	7	puntenprika.png	1	1
AH41	118	164	Target	picture+word	silent	africanelephant.jpg	elephant	olifant	n/a	n/a	6	0	100	0	2,721	4,48	2,95	2,68	7	puwarstukje.png	1	1
AH41	37	165	Target	picture	aloud	aluminiumfoil.jpg	aluminium_foil	aluminiumfolie	folie	n/a	6	1	86	0	1,415	4,79	1,88	2,65	14	rastaar.png	1	1
AH41	111	166	Target	picture	silent	fingerprint.jpg	fingerprint	vingerafdruk	n/a	n/a	6	1	100	0	2,2833	4,69	3,17	3,26	12	rekenmaars.png	1	1
AH41	106	167	Target	picture+word	aloud	whisk.jpg	whisk	garde	n/a	n/a	6	0	100	0	2,3201	3,8	2,5	2,8	5	rieetje.png	1	1
