Subject	Trial	ID	Stimulus_status	Stimulus_type	Response_type	File_name	English_name	Dutch_name	Other_A	Other_B	List	Compound	Agreement_percentage	DK_percentage	Lg10WF	Familiarity	Visual_complexity	Manipulability	Letters	Non-word	Target_button	Response_button	Correct	RT	Repeated
AH41	97	1	Foils	picture	aloud	feather03a.jpg	feather	veer	n/a	n/a	6	0	100	0	"2,179"	"3,9"	"2,5"	"2,2"	4	zouteel.png	2	2	1	619	0
AH41	189	2	Foils	picture	silent	microwave.jpg	microwave-oven	magnetron	n/a	n/a	6	0	100	0	"21,761"	"4,69"	"2,19"	"2,97"	9	aanstoren.png	2	2	1	1939	0
AH41	164	3	Foils	picture+word	aloud	parrot01.jpg	parrot	papegaai	n/a	n/a	6	0	100	0	"21,614"	"4,1"	"3,19"	"2,18"	8	aardapomp.png	2	2	1	649	0
AH41	87	4	Foils	picture+word	silent	ring01.jpg	ring	ring	n/a	n/a	6	0	100	0	"33,598"	"4,3"	"2,2"	"3,2"	4	aardfer.png	2	2	1	850	0
AH41	211	5	Foils	picture	aloud	iceskate.jpg	iceskate	schaats	n/a	n/a	6	0	100	0	"14,624"	4	3	"3,1"	7	accordelen.png	2	2	1	1145	0
AH41	191	6	Foils	picture	silent	sewingmachine01a.jpg	sewing-machine	naaimachine	n/a	n/a	6	1	100	0	"12,553"	"3,9"	"3,6"	"2,6"	11	afstanijning.png	2	2	1	587	0
AH41	17	7	Foils	picture+word	aloud	hammer01.jpg	hammer	hamer	n/a	n/a	6	0	100	0	"2,574"	"4,2"	"2,2"	"3,8"	5	afwasmidijn.png	2	2	1	907	0
AH41	128	8	Foils	picture+word	silent	cigar.jpg	cigar	sigaar	n/a	n/a	6	0	88	13	"26,345"	"4,12"	"1,7"	"3,91"	6	aluminiumker.png	2	2	1	877	0
AH41	38	9	Foils	picture	aloud	ant.jpg	ant	mier	n/a	n/a	6	0	100	0	"20,492"	"4,62"	"2,67"	"1,65"	4	amanfolile.png	2	2	1	708	0
AH41	178	10	Foils	picture	silent	pear01.jpg	pear	peer	n/a	n/a	6	0	100	0	"19,445"	"4,5"	"2,1"	"1,5"	4	ananijp.png	2	1	0	1061	0
AH41	34	11	Foils	picture+word	aloud	hen.jpg	chicken	kip	n/a	n/a	6	0	100	0	"32,196"	"4,43"	"3,12"	"2,38"	3	aner.png	2	2	1	684	0
AH41	49	12	Foils	picture+word	silent	shower.jpg	shower	douche	n/a	n/a	6	0	100	0	"29,886"	"4,57"	"2,69"	"3,56"	6	apijl.png	2	2	1	995	0
AH41	162	13	Foils	picture	aloud	paperclip03.jpg	paperclip	paperclip	n/a	n/a	6	1	100	0	"14,624"	"4,5"	2	2	9	armbood.png	2	2	1	1248	0
AH41	256	14	Foils	picture	silent	bridge.jpg	bridge	brug	n/a	n/a	6	0	100	0	"32,851"	"4,52"	"2,33"	"2,21"	4	aspercado.png	2	2	1	733	0
AH41	32	15	Foils	picture+word	aloud	surfboard.jpg	surfboard	surfplank	surfboard	n/a	6	1	50	0	"15,682"	"3,61"	"1,85"	"3,38"	9	auboog.png	2	2	1	796	0
AH41	58	16	Foils	picture+word	silent	barrel01.jpg	barrel	ton	vat	n/a	6	0	75	0	"27,789"	"4,14"	"2,07"	"1,76"	3	autel.png	2	2	1	669	0
AH41	13	17	Foils	picture	aloud	saw02b.jpg	saw	zaag	n/a	n/a	6	0	100	0	"21,931"	"3,7"	"2,2"	4	4	avocijl.png	2	2	1	780	0
AH41	152	18	Foils	picture	silent	corn02.jpg	corn	mais	maiskolf	n/a	6	0	63	0	"15,315"	"4,81"	"2,4"	"3,15"	4	bakdpad.png	2	2	1	664	0
AH41	183	19	Foils	picture+word	aloud	tshirt.jpg	t-shirt	t-shirt	shirt	n/a	6	0	88	0	"2,525"	"4,6"	"1,7"	"2,9"	7	ballaan.png	2	2	1	1459	0
AH41	168	20	Foils	picture+word	silent	sheep.jpg	sheep	schaap	n/a	n/a	6	0	100	0	"24,579"	"4,43"	"2,9"	"2,09"	6	bandoster.png	2	2	1	1098	0
