Subject	Trial	ID	Stimulus_status	Stimulus_type	Response_type	File_name	English_name	Dutch_name	Other_A	Other_B	List	Compound	Agreement_percentage	DK_percentage	Lg10WF	Familiarity	Visual_complexity	Manipulability	Letters	Non-word	Target_button	Response_button	Correct	RT	Repeated
AH22	110	1	Foils	picture	aloud	feather03a.jpg	feather	veer	n/a	n/a	6	0	100	0	"2,179"	"3,9"	"2,5"	"2,2"	4	zouteel.png	2	2	1	1428	0
AH22	138	2	Foils	picture	silent	microwave.jpg	microwave-oven	magnetron	n/a	n/a	6	0	100	0	"21,761"	"4,69"	"2,19"	"2,97"	9	aanstoren.png	2	2	1	806	0
AH22	93	3	Foils	picture+word	aloud	parrot01.jpg	parrot	papegaai	n/a	n/a	6	0	100	0	"21,614"	"4,1"	"3,19"	"2,18"	8	aardapomp.png	2	2	1	1732	0
AH22	6	4	Foils	picture+word	silent	ring01.jpg	ring	ring	n/a	n/a	6	0	100	0	"33,598"	"4,3"	"2,2"	"3,2"	4	aardfer.png	2	2	1	1820	0
AH22	177	5	Foils	picture	aloud	iceskate.jpg	iceskate	schaats	n/a	n/a	6	0	100	0	"14,624"	4	3	"3,1"	7	accordelen.png	2	2	1	721	0
AH22	229	6	Foils	picture	silent	sewingmachine01a.jpg	sewing-machine	naaimachine	n/a	n/a	6	1	100	0	"12,553"	"3,9"	"3,6"	"2,6"	11	afstanijning.png	2	2	1	1145	0
AH22	51	7	Foils	picture+word	aloud	hammer01.jpg	hammer	hamer	n/a	n/a	6	0	100	0	"2,574"	"4,2"	"2,2"	"3,8"	5	afwasmidijn.png	2	2	1	871	0
AH22	149	8	Foils	picture+word	silent	cigar.jpg	cigar	sigaar	n/a	n/a	6	0	88	13	"26,345"	"4,12"	"1,7"	"3,91"	6	aluminiumker.png	2	2	1	1462	0
AH22	124	9	Foils	picture	aloud	ant.jpg	ant	mier	n/a	n/a	6	0	100	0	"20,492"	"4,62"	"2,67"	"1,65"	4	amanfolile.png	2	2	1	1382	0
AH22	132	10	Foils	picture	silent	pear01.jpg	pear	peer	n/a	n/a	6	0	100	0	"19,445"	"4,5"	"2,1"	"1,5"	4	ananijp.png	2	2	1	799	0
AH22	94	11	Foils	picture+word	aloud	hen.jpg	chicken	kip	n/a	n/a	6	0	100	0	"32,196"	"4,43"	"3,12"	"2,38"	3	aner.png	2	1	0	1219	0
AH22	39	12	Foils	picture+word	silent	shower.jpg	shower	douche	n/a	n/a	6	0	100	0	"29,886"	"4,57"	"2,69"	"3,56"	6	apijl.png	2	2	1	1109	0
AH22	7	13	Foils	picture	aloud	paperclip03.jpg	paperclip	paperclip	n/a	n/a	6	1	100	0	"14,624"	"4,5"	2	2	9	armbood.png	2	2	1	1758	0
AH22	11	14	Foils	picture	silent	bridge.jpg	bridge	brug	n/a	n/a	6	0	100	0	"32,851"	"4,52"	"2,33"	"2,21"	4	aspercado.png	2	2	1	1237	0
AH22	256	15	Foils	picture+word	aloud	surfboard.jpg	surfboard	surfplank	surfboard	n/a	6	1	50	0	"15,682"	"3,61"	"1,85"	"3,38"	9	auboog.png	2	2	1	1843	0
AH22	40	16	Foils	picture+word	silent	barrel01.jpg	barrel	ton	vat	n/a	6	0	75	0	"27,789"	"4,14"	"2,07"	"1,76"	3	autel.png	2	2	1	1302	0
