Subject	Trial	ID	Stimulus_status	Stimulus_type	Response_type	File_name	English_name	Dutch_name	Other_A	Other_B	List	Compound	Agreement_percentage	DK_percentage	Lg10WF	Familiarity	Visual_complexity	Manipulability	Letters	Non-word	Target_button	Response_button	Correct	RT	Repeated
AH21	34	1	Foils	picture	silent	feather03a.jpg	feather	veer	n/a	n/a	5	0	100	0	"2,179"	"3,9"	"2,5"	"2,2"	4	zouteel.png	2	2	1	808	0
AH21	84	2	Foils	picture+word	aloud	microwave.jpg	microwave-oven	magnetron	n/a	n/a	5	0	100	0	"21,761"	"4,69"	"2,19"	"2,97"	9	aanstoren.png	2	2	1	1344	0
AH21	6	3	Foils	picture+word	silent	parrot01.jpg	parrot	papegaai	n/a	n/a	5	0	100	0	"21,614"	"4,1"	"3,19"	"2,18"	8	aardapomp.png	2	2	1	1262	0
AH21	46	4	Foils	picture	aloud	ring01.jpg	ring	ring	n/a	n/a	5	0	100	0	"33,598"	"4,3"	"2,2"	"3,2"	4	aardfer.png	2	2	1	2035	0
AH21	214	5	Foils	picture	silent	iceskate.jpg	iceskate	schaats	n/a	n/a	5	0	100	0	"14,624"	4	3	"3,1"	7	accordelen.png	2	1	0	1560	0
AH21	186	6	Foils	picture+word	aloud	sewingmachine01a.jpg	sewing-machine	naaimachine	n/a	n/a	5	1	100	0	"12,553"	"3,9"	"3,6"	"2,6"	11	afstanijning.png	2	2	1	2217	0
AH21	173	7	Foils	picture+word	silent	hammer01.jpg	hammer	hamer	n/a	n/a	5	0	100	0	"2,574"	"4,2"	"2,2"	"3,8"	5	afwasmidijn.png	2	2	1	1562	0
AH21	201	8	Foils	picture	aloud	cigar.jpg	cigar	sigaar	n/a	n/a	5	0	88	13	"26,345"	"4,12"	"1,7"	"3,91"	6	aluminiumker.png	2	2	1	1188	0
AH21	177	9	Foils	picture	silent	ant.jpg	ant	mier	n/a	n/a	5	0	100	0	"20,492"	"4,62"	"2,67"	"1,65"	4	amanfolile.png	2	2	1	1010	0
AH21	152	10	Foils	picture+word	aloud	pear01.jpg	pear	peer	n/a	n/a	5	0	100	0	"19,445"	"4,5"	"2,1"	"1,5"	4	ananijp.png	2	2	1	1207	0
AH21	142	11	Foils	picture+word	silent	hen.jpg	chicken	kip	n/a	n/a	5	0	100	0	"32,196"	"4,43"	"3,12"	"2,38"	3	aner.png	2	2	1	1369	0
AH21	37	12	Foils	picture	aloud	shower.jpg	shower	douche	n/a	n/a	5	0	100	0	"29,886"	"4,57"	"2,69"	"3,56"	6	apijl.png	2	2	1	2159	0
AH21	151	13	Foils	picture	silent	paperclip03.jpg	paperclip	paperclip	n/a	n/a	5	1	100	0	"14,624"	"4,5"	2	2	9	armbood.png	2	2	1	1227	0
AH21	139	14	Foils	picture+word	aloud	bridge.jpg	bridge	brug	n/a	n/a	5	0	100	0	"32,851"	"4,52"	"2,33"	"2,21"	4	aspercado.png	2	2	1	1020	0
AH21	8	15	Foils	picture+word	silent	surfboard.jpg	surfboard	surfplank	surfboard	n/a	5	1	50	0	"15,682"	"3,61"	"1,85"	"3,38"	9	auboog.png	2	2	1	1426	0
AH21	250	16	Foils	picture	aloud	barrel01.jpg	barrel	ton	vat	n/a	5	0	75	0	"27,789"	"4,14"	"2,07"	"1,76"	3	autel.png	2	2	1	806	0
AH21	74	17	Foils	picture	silent	saw02b.jpg	saw	zaag	n/a	n/a	5	0	100	0	"21,931"	"3,7"	"2,2"	4	4	avocijl.png	2	2	1	1393	0
AH21	88	18	Foils	picture+word	aloud	corn02.jpg	corn	mais	maiskolf	n/a	5	0	63	0	"15,315"	"4,81"	"2,4"	"3,15"	4	bakdpad.png	2	2	1	3402	0
AH21	135	19	Foils	picture+word	silent	tshirt.jpg	t-shirt	t-shirt	shirt	n/a	5	0	88	0	"2,525"	"4,6"	"1,7"	"2,9"	7	ballaan.png	2	2	1	1535	0
AH21	162	20	Foils	picture	aloud	sheep.jpg	sheep	schaap	n/a	n/a	5	0	100	0	"24,579"	"4,43"	"2,9"	"2,09"	6	bandoster.png	2	2	1	1242	0
AH21	157	21	Foils	picture	silent	plate01b.jpg	plate	bord	porcelein	n/a	5	0	88	0	"30,774"	"4,6"	"1,7"	"2,4"	4	baneister.png	2	2	1	1151	0
AH21	56	22	Foils	picture+word	aloud	chessboard.jpg	chessboard	schaakspel	schaakbord	n/a	5	1	63	0	"14,624"	"4,2"	"3,8"	"2,8"	10	banoe.png	2	2	1	1231	0
AH21	54	23	Foils	picture+word	silent	celery.jpg	celery	bleekselderij	selderij	bosui	5	0	50	13	"0,6021"	"4,4"	"2,2"	"1,5"	13	barij.png	2	2	1	1153	0
AH21	140	24	Foils	picture	aloud	egg01a.jpg	egg	ei	n/a	n/a	5	0	100	0	"28,506"	"4,24"	"1,93"	"2,21"	2	baskad.png	2	2	1	1673	0
AH21	27	25	Foils	picture	silent	mushroom01.jpg	mushroom	champignon	n/a	n/a	5	0	100	0	"11,461"	"4,6"	"2,3"	"1,6"	10	batteeer.png	2	2	1	1871	0
AH21	161	26	Foils	picture+word	aloud	microphone01.jpg	microphone	microfoon	n/a	n/a	5	1	100	0	"26,561"	"4,6"	"2,26"	"4,21"	9	bedesje.png	2	2	1	1180	0
AH21	42	27	Foils	picture+word	silent	helicopter.jpg	helicopter	helikopter	n/a	n/a	5	0	100	0	"29,814"	"4,24"	"3,45"	"2,24"	10	beered.png	2	2	1	1240	0
AH21	31	28	Foils	picture	aloud	glass02a.jpg	glass	beker	n/a	n/a	5	0	100	0	"25,855"	"4,6"	"1,8"	"2,2"	5	bekil.png	2	2	1	1644	0
AH21	78	29	Foils	picture	silent	champagne.jpg	champagne	champagne	fles	n/a	5	0	88	0	"31,807"	"4,3"	"2,7"	"3,2"	9	bemer.png	2	2	1	2493	0
AH21	4	30	Foils	picture+word	aloud	mirror02.jpg	mirror	spiegel	n/a	n/a	5	0	100	0	"30,795"	"4,52"	"2,05"	"3,32"	7	biem.png	2	2	1	1901	0
AH21	255	31	Foils	picture+word	silent	lipstick02a.jpg	lipstick	lippenstift	n/a	n/a	5	1	100	0	"24,533"	"4,1"	2	"4,3"	11	bijllom.png	2	2	1	1846	0
AH21	81	32	Foils	picture	aloud	boot02b.jpg	boot	laars	n/a	n/a	5	0	100	0	"22,648"	"4,4"	"2,3"	"2,8"	5	blad.png	2	2	1	1165	0
AH21	174	33	Foils	picture	silent	hanger02a.jpg	hanger	kleerhanger	kledinghanger	kapstok	5	1	63	0	"1,301"	"4,5"	"1,8"	"2,9"	11	bladmuzipper.png	2	2	1	1240	0
AH21	159	34	Foils	picture+word	aloud	woodenshoe.jpg	clog	klomp	n/a	n/a	5	0	100	0	"16,021"	"3,03"	"2,07"	"2,19"	5	bleekselijt.png	2	2	1	999	0
AH21	17	35	Foils	picture+word	silent	computermouse06.jpg	computer-mouse	muis	n/a	n/a	5	0	100	0	"26,884"	"4,8"	"2,6"	"3,2"	4	blendoek.png	2	2	1	1101	0
AH21	109	36	Foils	picture	aloud	flag.jpg	flag	vlag	n/a	n/a	5	0	100	0	"28,915"	"4,21"	"1,83"	"2,18"	4	bloemkerij.png	2	2	1	995	0
