Subject	Dutch_name	Stimulus_type	Response_type	label	onset	offset	Real_onset	onset_ms
AH04	spiegel	picture+word	silent	!	1.1	12062	1900	1100
AH04	stanleymes	picture+word	aloud	aloud	0	0.43	800	0
AH04	stanleymes	picture+word	aloud	stanleymes	0.43	11701	1233	433
AH04	stanleymes	picture+word	aloud	!	11701	12008	1970	1170
AH04	stoel	picture+word	silent	silent	0	0.2	800	0
AH04	stoel	picture+word	silent	stoel	0.2	1.1	1000	200
AH04	stoel	picture+word	silent	!	1.1	12088	1900	1100
AH04	strijkplank	picture+word	aloud	aloud	0	0.33	800	0
AH04	strijkplank	picture+word	aloud	strijkplank	0.33	11358	1134	334
AH04	strijkplank	picture+word	aloud	!	11358	12084	1936	1136
AH04	stuur	picture	silent	silent	0	0.2	800	0
AH04	stuur	picture	silent	stuur	0.2	1.1	1000	200
AH04	stuur	picture	silent	!	1.1	12086	1900	1100
AH04	surfplank	picture	aloud	aloud	0	0.55	800	0
AH04	surfplank	picture	aloud	surfplank	0.55	11631	1349	549
AH04	surfplank	picture	aloud	SURFBOARD	11631	12053	1963	1163
AH04	t-shirt	picture	aloud	aloud	0	0.38	800	0
AH04	t-shirt	picture	aloud	t-shirt	0.38	10216	1178	378
AH04	t-shirt	picture	aloud	!	10216	1208	1822	1022
AH04	tafel	picture	silent	silent	0	0.2	800	0
AH04	tafel	picture	silent	tafel	0.2	1.1	1000	200
AH04	tafel	picture	silent	!	1.1	1209	1900	1100
AH04	ton	picture	silent	silent	0	0.2	800	0
AH04	ton	picture	silent	ton	0.2	1.1	1000	200
AH04	ton	picture	silent	!	1.1	12091	1900	1100
AH04	trechter	picture+word	aloud	aloud	0	0.48	800	0
AH04	trechter	picture+word	aloud	trechter	0.48	10358	1281	481
AH04	trechter	picture+word	aloud	REPEATED	10358	12025	1836	1036
AH04	tuinslang	picture+word	silent	silent	0	0.2	800	0
AH04	tuinslang	picture+word	silent	tuinslang	0.2	1.1	1000	200
AH04	tuinslang	picture+word	silent	!	1.1	12053	1900	1100
AH04	tulp	picture	aloud	aloud	0	0.43	800	0
AH04	tulp	picture	aloud	tulp	0.43	0.9	1229	429
AH04	tulp	picture	aloud	!	0.9	1205	1704	904
AH04	ui	picture+word	silent	silent	0	0.2	800	0
AH04	ui	picture+word	silent	ui	0.2	1.1	1000	200
AH04	ui	picture+word	silent	!	1.1	12081	1900	1100
AH04	veer	picture+word	aloud	aloud	0	0.39	800	0
AH04	veer	picture+word	aloud	veer	0.39	0.89	1194	394
AH04	veer	picture+word	aloud	!	0.89	12013	1692	892
AH04	vergrootglas	picture	aloud	aloud	0	0.38	800	0
AH04	vergrootglas	picture	aloud	vergrootglas	0.38	10299	1176	376
AH04	vergrootglas	picture	aloud	LOEP	10299	12026	1830	1030
AH04	verwarming	picture+word	aloud	aloud	0	0.5	800	0
AH04	verwarming	picture+word	aloud	verwarming	0.5	11745	1299	499
AH04	verwarming	picture+word	aloud	!	11745	12077	1975	1175
AH04	vingerhoedje	picture+word	aloud	aloud	0	0.4	800	0
AH04	vingerhoedje	picture+word	aloud	vingerhoedje	0.4	11583	1195	395
AH04	vingerhoedje	picture+word	aloud	!	11583	12011	1958	1158
AH04	viool	picture	aloud	aloud	0	0.5	800	0
AH04	viool	picture	aloud	viool	0.5	11099	1296	496
AH04	viool	picture	aloud	!	11099	12018	1910	1110
AH04	vlag	picture	silent	silent	0	0.2	800	0
AH04	vlag	picture	silent	vlag	0.2	1.1	1000	200
AH04	vlag	picture	silent	!	1.1	12084	1900	1100
AH04	vlieger	picture+word	aloud	aloud	0	0.43	800	0
AH04	vlieger	picture+word	aloud	vlieger	0.43	0.96	1227	427
AH04	vlieger	picture+word	aloud	!	0.96	12021	1755	955
AH04	vuurtoren	picture	silent	silent	0	0.2	800	0
AH04	vuurtoren	picture	silent	vuurtoren	0.2	1.1	1000	200
AH04	vuurtoren	picture	silent	!	1.1	12022	1900	1100
AH04	wandelstok	picture+word	silent	silent	0	0.2	800	0
AH04	wandelstok	picture+word	silent	wandelstok	0.2	1.1	1000	200
AH04	wandelstok	picture+word	silent	!	1.1	1209	1900	1100
AH04	watermeloen	picture	aloud	aloud	0	0.38	800	0
AH04	watermeloen	picture	aloud	watermeloen	0.38	0.82	1178	378
AH04	watermeloen	picture	aloud	MELOEN	0.82	12031	1623	823
AH04	weegschaal	picture	silent	silent	0	0.2	800	0
AH04	weegschaal	picture	silent	weegschaal	0.2	1.1	1000	200
AH04	weegschaal	picture	silent	!	1.1	12045	1900	1100
AH04	winkelwagen	picture+word	silent	silent	0	0.2	800	0
AH04	winkelwagen	picture+word	silent	winkelwagen	0.2	1.1	1000	200
AH04	winkelwagen	picture+word	silent	!	1.1	12017	1900	1100
AH04	witlof	picture+word	aloud	aloud	0	0.49	800	0
AH04	witlof	picture+word	aloud	witlof	0.49	10567	1288	488
AH04	witlof	picture+word	aloud	!	10567	12082	1857	1057
AH04	wolk	picture	silent	silent	0	0.2	800	0
AH04	wolk	picture	silent	wolk	0.2	1.1	1000	200
AH04	wolk	picture	silent	!	1.1	12086	1900	1100
AH04	wortel	picture	silent	silent	0	0.2	800	0
AH04	wortel	picture	silent	wortel	0.2	1.1	1000	200
AH04	wortel	picture	silent	!	1.1	12023	1900	1100
AH04	zaag	picture+word	aloud	aloud	0	0.47	800	0
AH04	zaag	picture+word	aloud	zaag	0.47	0.99	1268	468
AH04	zaag	picture+word	aloud	!	0.99	12058	1795	995
AH04	zaklamp	picture+word	aloud	aloud	0	0.45	800	0
AH04	zaklamp	picture+word	aloud	zaklamp	0.45	11377	1251	451
AH04	zaklamp	picture+word	aloud	!	11377	12017	1938	1138
AH04	zandloper	picture	aloud	aloud	0	0.35	800	0
AH04	zandloper	picture	aloud	zandloper	0.35	0.96	1148	348
AH04	zandloper	picture	aloud	TRECHTER	0.96	12049	1765	965
AH04	zebra	picture+word	aloud	aloud	0	0.58	800	0
AH04	zebra	picture+word	aloud	zebra	0.58	11446	1384	584
AH04	zebra	picture+word	aloud	!	11446	12025	1945	1145
AH04	zeef	picture+word	silent	silent	0	0.2	800	0
AH04	zeef	picture+word	silent	zeef	0.2	1.1	1000	200
AH04	zeef	picture+word	silent	!	1.1	12083	1900	1100
AH05	aansteker	picture	aloud	aloud	0	0.92	800	0
AH05	aansteker	picture	aloud	aansteker	0.92	11787	1724	924
AH05	aansteker	picture	aloud	!	11787	12081	1979	1179
AH05	accordeon	picture	silent	silent	0	0.2	800	0
AH05	accordeon	picture	silent	accordeon	0.2	1.1	1000	200
AH05	accordeon	picture	silent	!	1.1	12019	1900	1100
AH05	afstandsbediening	picture	silent	silent	0	0.2	800	0
AH05	afstandsbediening	picture	silent	afstandsbediening	0.2	1.1	1000	200
AH05	afstandsbediening	picture	silent	!	1.1	12012	1900	1100
AH05	afwasmiddel	picture	aloud	aloud	0	0.38	800	0
AH05	afwasmiddel	picture	aloud	afwasmiddel	0.38	11492	1180	380
AH05	afwasmiddel	picture	aloud	!	11492	1205	1949	1149
AH05	aluminiumfolie	picture	silent	silent	0	0.2	800	0
AH05	aluminiumfolie	picture	silent	aluminiumfolie	0.2	1.1	1000	200
AH05	aluminiumfolie	picture	silent	!	1.1	12014	1900	1100
AH05	amandelen	picture	silent	silent	0	0.2	800	0
AH05	amandelen	picture	silent	amandelen	0.2	1.1	1000	200
AH05	amandelen	picture	silent	!	1.1	12045	1900	1100
AH05	ananas	picture	silent	silent	0	0.2	800	0
AH05	ananas	picture	silent	ananas	0.2	1.1	1000	200
AH05	ananas	picture	silent	!	1.1	12024	1900	1100
AH05	appel	picture+word	aloud	aloud	0	0.41	800	0
AH05	appel	picture+word	aloud	appel	0.41	0.74	1207	407
AH05	appel	picture+word	aloud	!	0.74	11997	1544	744
AH05	armband	picture	aloud	aloud	0	0.55	800	0
AH05	armband	picture	aloud	armband	0.55	11729	1353	553
AH05	armband	picture	aloud	!	11729	12014	1973	1173
AH05	aubergine	picture+word	aloud	aloud	0	0.32	800	0
AH05	aubergine	picture+word	aloud	aubergine	0.32	0.97	1119	319
AH05	aubergine	picture+word	aloud	!	0.97	12053	1772	972
AH05	auto	picture	silent	silent	0	0.2	800	0
AH05	auto	picture	silent	auto	0.2	1.1	1000	200
AH05	auto	picture	silent	!	1.1	12026	1900	1100
AH05	avocado	picture+word	silent	silent	0	0.2	800	0
AH05	avocado	picture+word	silent	avocado	0.2	1.1	1000	200
AH05	avocado	picture+word	silent	!	1.1	12012	1900	1100
AH05	bad	picture+word	aloud	aloud	0	0.55	800	0
AH05	bad	picture+word	aloud	bad	0.55	0.97	1348	548
AH05	bad	picture+word	aloud	!	0.97	12057	1765	965
AH05	bank	picture	silent	silent	0	0.2	800	0
AH05	bank	picture	silent	bank	0.2	1.1	1000	200
AH05	bank	picture	silent	!	1.1	12076	1900	1100
AH05	basketbal	picture	aloud	aloud	0	0.4	800	0
AH05	basketbal	picture	aloud	basketbal	0.4	10407	1203	403
AH05	basketbal	picture	aloud	!	10407	12055	1841	1041
AH05	batterij	picture	aloud	aloud	0	0.54	800	0
AH05	batterij	picture	aloud	batterij	0.54	10337	1338	538
AH05	batterij	picture	aloud	!	10337	12059	1834	1034
AH05	beer	picture+word	silent	silent	0	0.2	800	0
AH05	beer	picture+word	silent	beer	0.2	1.1	1000	200
AH05	beer	picture+word	silent	!	1.1	12055	1900	1100
AH05	bezem	picture+word	silent	silent	0	0.2	800	0
AH05	bezem	picture+word	silent	bezem	0.2	1.1	1000	200
AH05	bezem	picture+word	silent	!	1.1	1209	1900	1100
AH05	blad	picture	aloud	aloud	0	0.43	800	0
AH05	blad	picture	aloud	blad	0.43	0.89	1230	430
AH05	blad	picture	aloud	!	0.89	12011	1692	892
AH05	bladmuziek	picture	aloud	aloud	0	0.8	800	0
AH05	bladmuziek	picture	aloud	bladmuziek	0.8	1179	1598	798
AH05	bladmuziek	picture	aloud	!	1179	12076	1979	1179
AH05	blender	picture+word	aloud	aloud	0	0.66	800	0
AH05	blender	picture+word	aloud	blender	0.66	1179	1464	664
AH05	blender	picture+word	aloud	!	1179	12084	1979	1179
AH05	bloemkool	picture+word	silent	silent	0	0.2	800	0
AH05	bloemkool	picture+word	silent	bloemkool	0.2	1.1	1000	200
AH05	bloemkool	picture+word	silent	!	1.1	12053	1900	1100
AH05	boek	picture+word	aloud	aloud	0	0.34	800	0
AH05	boek	picture+word	aloud	boek	0.34	0.73	1143	343
AH05	boek	picture+word	aloud	!	0.73	12041	1535	735
AH05	boog	picture+word	aloud	aloud	0	0.36	800	0
AH05	boog	picture+word	aloud	boog	0.36	0.76	1160	360
AH05	boog	picture+word	aloud	!	0.76	12079	1560	760
AH05	broodrooster	picture+word	silent	silent	0	0.2	800	0
AH05	broodrooster	picture+word	silent	broodrooster	0.2	1.1	1000	200
AH05	broodrooster	picture+word	silent	!	1.1	12012	1900	1100
AH05	bus	picture	aloud	aloud	0	0.4	800	0
AH05	bus	picture	aloud	bus	0.4	0.8	1200	400
AH05	bus	picture	aloud	!	0.8	12077	1601	801
AH05	cactus	picture	silent	silent	0	0.2	800	0
AH05	cactus	picture	silent	cactus	0.2	1.1	1000	200
AH05	cactus	picture	silent	!	1.1	12047	1900	1100
AH05	citroen	picture+word	aloud	aloud	0	0.31	800	0
AH05	citroen	picture+word	aloud	citroen	0.31	0.85	1114	314
AH05	citroen	picture+word	aloud	!	0.85	1.2	1648	848
AH05	cupcake	picture	aloud	aloud	0	0.48	800	0
AH05	cupcake	picture	aloud	cupcake	0.48	0.77	1276	476
AH05	cupcake	picture	aloud	CAKE	0.77	12087	1575	775
AH05	dienblad	picture	aloud	aloud	0	0.51	800	0
AH05	dienblad	picture	aloud	dienblad	0.51	10743	1315	515
AH05	dienblad	picture	aloud	!	10743	12059	1874	1074
AH05	dobbelsteen	picture	silent	silent	0	0.2	800	0
AH05	dobbelsteen	picture	silent	dobbelsteen	0.2	1.1	1000	200
AH05	dobbelsteen	picture	silent	!	1.1	12026	1900	1100
AH05	donut	picture+word	aloud	aloud	0	0.44	800	0
AH05	donut	picture+word	aloud	donut	0.44	0.93	1243	443
AH05	donut	picture+word	aloud	!	0.93	12053	1732	932
AH05	emmer	picture+word	silent	silent	0	0.2	800	0
AH05	emmer	picture+word	silent	emmer	0.2	1.1	1000	200
AH05	emmer	picture+word	silent	!	1.1	12044	1900	1100
AH05	envelop	picture+word	silent	silent	0	0.2	800	0
AH05	envelop	picture+word	silent	envelop	0.2	1.1	1000	200
AH05	envelop	picture+word	silent	!	1.1	12028	1900	1100
AH05	fiets	picture	silent	silent	0	0.2	800	0
AH05	fiets	picture	silent	fiets	0.2	1.1	1000	200
AH05	fiets	picture	silent	!	1.1	1209	1900	1100
AH05	fietspomp	picture	aloud	aloud	0	0.35	800	0
AH05	fietspomp	picture	aloud	fietspomp	0.35	1.1	1154	354
AH05	fietspomp	picture	aloud	!	1.1	12079	1900	1100
AH05	framboos	picture	silent	silent	0	0.2	800	0
AH05	framboos	picture	silent	framboos	0.2	1.1	1000	200
AH05	framboos	picture	silent	!	1.1	12038	1900	1100
AH05	garde	picture+word	silent	silent	0	0.2	800	0
AH05	garde	picture+word	silent	garde	0.2	1.1	1000	200
AH05	garde	picture+word	silent	!	1.1	12011	1900	1100
AH05	gewicht	picture+word	aloud	aloud	0	0.33	800	0
AH05	gewicht	picture+word	aloud	gewicht	0.33	10055	1134	334
AH05	gewicht	picture+word	aloud	!	10055	12087	1806	1006
AH05	giraffe	picture	aloud	aloud	0	0.37	800	0
AH05	giraffe	picture	aloud	giraffe	0.37	0.99	1167	367
AH05	giraffe	picture	aloud	!	0.99	12018	1793	993
AH05	gitaar	picture	aloud	aloud	0	0.28	800	0
AH05	gitaar	picture	aloud	gitaar	0.28	0.98	1077	277
AH05	gitaar	picture	aloud	!	0.98	12016	1775	975
AH05	gum	picture+word	silent	silent	0	0.2	800	0
AH05	gum	picture+word	silent	gum	0.2	1.1	1000	200
AH05	gum	picture+word	silent	!	1.1	11998	1900	1100
AH05	haai	picture+word	aloud	aloud	0	0.35	800	0
AH05	haai	picture+word	aloud	haai	0.35	0.78	1151	351
AH05	haai	picture+word	aloud	!	0.78	12087	1578	778
AH05	hek	picture	silent	silent	0	0.2	800	0
AH05	hek	picture	silent	hek	0.2	1.1	1000	200
AH05	hek	picture	silent	!	1.1	12063	1900	1100
AH05	helm	picture	aloud	aloud	0	0.64	800	0
AH05	helm	picture	aloud	helm	0.64	1039	1444	644
AH05	helm	picture	aloud	!	1039	12051	1839	1039
AH05	horloge	picture+word	aloud	aloud	0	0.29	800	0
AH05	horloge	picture+word	aloud	horloge	0.29	0.96	1088	288
AH05	horloge	picture+word	aloud	!	0.96	12023	1758	958
AH05	kanon	picture	silent	silent	0	0.2	800	0
AH05	kanon	picture	silent	kanon	0.2	1.1	1000	200
AH05	kanon	picture	silent	!	1.1	12085	1900	1100
AH05	kapstok	picture+word	silent	silent	0	0.2	800	0
AH05	kapstok	picture+word	silent	kapstok	0.2	1.1	1000	200
AH05	kapstok	picture+word	silent	!	1.1	12006	1900	1100
AH05	kat	picture	silent	silent	0	0.2	800	0
AH05	kat	picture	silent	kat	0.2	1.1	1000	200
AH05	kat	picture	silent	!	1.1	12052	1900	1100
AH05	kegel	picture+word	aloud	aloud	0	0.39	800	0
AH05	kegel	picture+word	aloud	kegel	0.39	0.82	1190	390
AH05	kegel	picture+word	aloud	!	0.82	12074	1618	818
AH05	ketting	picture	silent	silent	0	0.2	800	0
AH05	ketting	picture	silent	ketting	0.2	1.1	1000	200
AH05	ketting	picture	silent	!	1.1	12046	1900	1100
AH05	kleed	picture	silent	silent	0	0.2	800	0
AH05	kleed	picture	silent	kleed	0.2	1.1	1000	200
AH05	kleed	picture	silent	!	1.1	12038	1900	1100
AH05	kluis	picture+word	silent	silent	0	0.2	800	0
AH05	kluis	picture+word	silent	kluis	0.2	1.1	1000	200
AH05	kluis	picture+word	silent	!	1.1	12015	1900	1100
AH05	knie	picture	silent	silent	0	0.2	800	0
AH05	knie	picture	silent	knie	0.2	1.1	1000	200
AH05	knie	picture	silent	!	1.1	12081	1900	1100
AH05	knoflook	picture+word	silent	silent	0	0.2	800	0
AH05	knoflook	picture+word	silent	knoflook	0.2	1.1	1000	200
AH05	knoflook	picture+word	silent	!	1.1	12014	1900	1100
AH05	koe	picture	aloud	aloud	0	0.38	800	0
AH05	koe	picture	aloud	koe	0.38	0.66	1179	379
AH05	koe	picture	aloud	!	0.66	12039	1456	656
AH05	koffer	picture+word	aloud	aloud	0	0.42	800	0
AH05	koffer	picture+word	aloud	koffer	0.42	10103	1216	416
AH05	koffer	picture+word	aloud	!	10103	1209	1810	1010
AH05	koffiebonen	picture+word	silent	silent	0	0.2	800	0
AH05	koffiebonen	picture+word	silent	koffiebonen	0.2	1.1	1000	200
AH05	koffiebonen	picture+word	silent	!	1.1	12075	1900	1100
AH05	komkommer	picture	silent	silent	0	0.2	800	0
AH05	komkommer	picture	silent	komkommer	0.2	1.1	1000	200
AH05	komkommer	picture	silent	!	1.1	12043	1900	1100
AH05	koptelefoon	picture+word	aloud	aloud	0	0.41	800	0
AH05	koptelefoon	picture+word	aloud	koptelefoon	0.41	11475	1207	407
AH05	koptelefoon	picture+word	aloud	!	11475	1208	1948	1148
AH05	krijt	picture+word	silent	silent	0	0.2	800	0
AH05	krijt	picture+word	silent	krijt	0.2	1.1	1000	200
AH05	krijt	picture+word	silent	!	1.1	12023	1900	1100
AH05	kruk	picture+word	silent	silent	0	0.2	800	0
AH05	kruk	picture+word	silent	kruk	0.2	1.1	1000	200
AH05	kruk	picture+word	silent	!	1.1	12042	1900	1100
AH05	kussen	picture	silent	silent	0	0.2	800	0
AH05	kussen	picture	silent	kussen	0.2	1.1	1000	200
AH05	kussen	picture	silent	!	1.1	12008	1900	1100
AH05	laptop	picture	aloud	aloud	0	0.44	800	0
AH05	laptop	picture	aloud	laptop	0.44	1021	1243	443
AH05	laptop	picture	aloud	!	1021	1201	1821	1021
AH05	lieveheersbeestje	picture	aloud	aloud	0	11681	800	0
AH05	lieveheersbeestje	picture	aloud	lieveheersbeestje	11681	11742	1968	1168
AH05	lieveheersbeestje	picture	aloud	!	11742	12019	1974	1174
AH05	loopband	picture	aloud	aloud	0	0.2	800	0
AH05	loopband	picture	aloud	loopband	0.2	0.93	1000	200
AH05	loopband	picture	aloud	MISSED	0.93	12046	1734	934
AH05	lucifer	picture+word	silent	silent	0	0.2	800	0
AH05	lucifer	picture+word	silent	lucifer	0.2	1.1	1000	200
AH05	lucifer	picture+word	silent	!	1.1	12042	1900	1100
AH05	matras	picture	aloud	aloud	0	0.5	800	0
AH05	matras	picture	aloud	matras	0.5	10794	1301	501
AH05	matras	picture	aloud	!	10794	12082	1879	1079
AH05	medaille	picture+word	aloud	aloud	0	0.35	800	0
AH05	medaille	picture+word	aloud	medaille	0.35	0.91	1149	349
AH05	medaille	picture+word	aloud	!	0.91	12047	1705	905
AH05	mok	picture+word	aloud	aloud	0	0.37	800	0
AH05	mok	picture+word	aloud	mok	0.37	0.71	1166	366
AH05	mok	picture+word	aloud	!	0.71	12025	1514	714
AH05	molen	picture+word	aloud	aloud	0	0.38	800	0
AH05	molen	picture+word	aloud	molen	0.38	0.81	1177	377
AH05	molen	picture+word	aloud	!	0.81	12025	1611	811
AH05	nagelknipper	picture+word	aloud	aloud	0	0.41	800	0
AH05	nagelknipper	picture+word	aloud	nagelknipper	0.41	11693	1210	410
AH05	nagelknipper	picture+word	aloud	!	11693	12015	1969	1169
AH05	olifant	picture	aloud	aloud	0	0.44	800	0
AH05	olifant	picture	aloud	olifant	0.44	11082	1244	444
AH05	olifant	picture	aloud	!	11082	12098	1908	1108
AH05	olijf	picture	silent	silent	0	0.2	800	0
AH05	olijf	picture	silent	olijf	0.2	1.1	1000	200
AH05	olijf	picture	silent	!	1.1	12088	1900	1100
AH05	paprika	picture	aloud	aloud	0	0.41	800	0
AH05	paprika	picture	aloud	paprika	0.41	0.95	1206	406
AH05	paprika	picture	aloud	!	0.95	12074	1753	953
AH05	piano	picture	aloud	aloud	0	0.46	800	0
AH05	piano	picture	aloud	piano	0.46	0.92	1255	455
AH05	piano	picture	aloud	!	0.92	12091	1721	921
AH05	pijl	picture	silent	silent	0	0.2	800	0
AH05	pijl	picture	silent	pijl	0.2	1.1	1000	200
AH05	pijl	picture	silent	!	1.1	12083	1900	1100
AH05	pil	picture+word	silent	silent	0	0.2	800	0
AH05	pil	picture+word	silent	pil	0.2	1.1	1000	200
AH05	pil	picture+word	silent	!	1.1	12056	1900	1100
AH05	pincet	picture+word	silent	silent	0	0.2	800	0
AH05	pincet	picture+word	silent	pincet	0.2	1.1	1000	200
AH05	pincet	picture+word	silent	!	1.1	12018	1900	1100
AH05	pinda	picture+word	aloud	aloud	0	0.39	800	0
AH05	pinda	picture+word	aloud	pinda	0.39	0.77	1189	389
AH05	pinda	picture+word	aloud	!	0.77	12074	1570	770
AH05	plank	picture+word	aloud	aloud	0	0.41	800	0
AH05	plank	picture+word	aloud	plank	0.41	0.78	1207	407
AH05	plank	picture+word	aloud	!	0.78	12019	1585	785
AH05	pleister	picture+word	aloud	aloud	0	0.43	800	0
AH05	pleister	picture+word	aloud	pleister	0.43	1001	1225	425
AH05	pleister	picture+word	aloud	!	1001	12051	1801	1001
AH05	pot	picture	aloud	aloud	0	0.2	800	0
AH05	pot	picture	aloud	pot	0.2	0.99	1000	200
AH05	pot	picture	aloud	MISSED	0.99	12081	1786	986
AH05	printer	picture	silent	silent	0	0.2	800	0
AH05	printer	picture	silent	printer	0.2	1.1	1000	200
AH05	printer	picture	silent	!	1.1	12086	1900	1100
AH05	prullenbak	picture	aloud	aloud	0	0.48	800	0
AH05	prullenbak	picture	aloud	prullenbak	0.48	10179	1278	478
AH05	prullenbak	picture	aloud	!	10179	12018	1818	1018
AH05	puntenslijper	picture+word	silent	silent	0	0.2	800	0
AH05	puntenslijper	picture+word	silent	puntenslijper	0.2	1.1	1000	200
AH05	puntenslijper	picture+word	silent	!	1.1	1201	1900	1100
AH05	puzzelstukje	picture+word	silent	silent	0	0.2	800	0
AH05	puzzelstukje	picture+word	silent	puzzelstukje	0.2	1.1	1000	200
AH05	puzzelstukje	picture+word	silent	!	1.1	12083	1900	1100
AH05	riem	picture+word	aloud	aloud	0	0.41	800	0
AH05	riem	picture+word	aloud	riem	0.41	0.72	1208	408
AH05	riem	picture+word	aloud	!	0.72	12042	1524	724
AH05	rietje	picture+word	silent	silent	0	0.2	800	0
AH05	rietje	picture+word	silent	rietje	0.2	1.1	1000	200
AH05	rietje	picture+word	silent	!	1.1	12044	1900	1100
AH05	rijst	picture	silent	silent	0	0.2	800	0
AH05	rijst	picture	silent	rijst	0.2	1.1	1000	200
AH05	rijst	picture	silent	!	1.1	11993	1900	1100
AH05	rits	picture	silent	silent	0	0.2	800	0
AH05	rits	picture	silent	rits	0.2	1.1	1000	200
AH05	rits	picture	silent	!	1.1	11993	1900	1100
AH05	schaar	picture+word	aloud	aloud	0	0.36	800	0
AH05	schaar	picture+word	aloud	schaar	0.36	0.82	1158	358
AH05	schaar	picture+word	aloud	!	0.82	12085	1617	817
AH05	scheermesje	picture+word	silent	silent	0	0.2	800	0
AH05	scheermesje	picture+word	silent	scheermesje	0.2	1.1	1000	200
AH05	scheermesje	picture+word	silent	!	1.1	1203	1900	1100
AH05	schep	picture+word	silent	silent	0	0.2	800	0
AH05	schep	picture+word	silent	schep	0.2	1.1	1000	200
AH05	schep	picture+word	silent	!	1.1	12023	1900	1100
AH05	schommel	picture	aloud	aloud	0	0.46	800	0
AH05	schommel	picture	aloud	schommel	0.46	0.92	1257	457
AH05	schommel	picture	aloud	!	0.92	1204	1725	925
AH05	sigaret	picture	silent	silent	0	0.2	800	0
AH05	sigaret	picture	silent	sigaret	0.2	1.1	1000	200
AH05	sigaret	picture	silent	!	1.1	12046	1900	1100
AH05	slabbetje	picture+word	silent	silent	0	0.2	800	0
AH05	slabbetje	picture+word	silent	slabbetje	0.2	1.1	1000	200
AH05	slabbetje	picture+word	silent	!	1.1	12087	1900	1100
AH05	sleutel	picture+word	aloud	aloud	0	0.37	800	0
AH05	sleutel	picture+word	aloud	sleutel	0.37	1	1165	365
AH05	sleutel	picture+word	aloud	!	1	12016	1796	996
AH05	sneeuwpop	picture	silent	silent	0	0.2	800	0
AH05	sneeuwpop	picture	silent	sneeuwpop	0.2	1.1	1000	200
AH05	sneeuwpop	picture	silent	!	1.1	12001	1900	1100
AH05	speen	picture	aloud	aloud	0	0.2	800	0
AH05	speen	picture	aloud	speen	0.2	0.98	1000	200
AH05	speen	picture	aloud	MISSED	0.98	12051	1784	984
AH05	steen	picture+word	silent	silent	0	0.2	800	0
AH05	steen	picture+word	silent	steen	0.2	1.1	1000	200
AH05	steen	picture+word	silent	!	1.1	12046	1900	1100
AH05	stofzuiger	picture+word	aloud	aloud	0	0.34	800	0
AH05	stofzuiger	picture+word	aloud	stofzuiger	0.34	11219	1137	337
AH05	stofzuiger	picture+word	aloud	!	11219	12049	1922	1122
AH05	strijkijzer	picture+word	aloud	aloud	0	0.34	800	0
AH05	strijkijzer	picture+word	aloud	strijkijzer	0.34	11376	1136	336
AH05	strijkijzer	picture+word	aloud	!	11376	11999	1938	1138
AH05	stropdas	picture+word	silent	silent	0	0.2	800	0
AH05	stropdas	picture+word	silent	stropdas	0.2	1.1	1000	200
AH05	stropdas	picture+word	silent	!	1.1	12091	1900	1100
AH05	televisie	picture	aloud	aloud	0	0.49	800	0
AH05	televisie	picture	aloud	televisie	0.49	0.92	1285	485
AH05	televisie	picture	aloud	TV	0.92	12083	1723	923
AH05	tent	picture	aloud	aloud	0	0.42	800	0
AH05	tent	picture	aloud	tent	0.42	0.77	1220	420
AH05	tent	picture	aloud	!	0.77	12094	1566	766
AH05	theedoek	picture+word	silent	silent	0	0.2	800	0
AH05	theedoek	picture+word	silent	theedoek	0.2	1.1	1000	200
AH05	theedoek	picture+word	silent	!	1.1	12016	1900	1100
AH05	theezakje	picture+word	silent	silent	0	0.2	800	0
AH05	theezakje	picture+word	silent	theezakje	0.2	1.1	1000	200
AH05	theezakje	picture+word	silent	!	1.1	12078	1900	1100
AH05	thermometer	picture+word	aloud	aloud	0	0.42	800	0
AH05	thermometer	picture+word	aloud	thermometer	0.42	11384	1216	416
AH05	thermometer	picture+word	aloud	!	11384	1208	1938	1138
AH05	tijger	picture	silent	silent	0	0.2	800	0
AH05	tijger	picture	silent	tijger	0.2	1.1	1000	200
AH05	tijger	picture	silent	!	1.1	12022	1900	1100
AH05	toetsenbord	picture	silent	silent	0	0.2	800	0
AH05	toetsenbord	picture	silent	toetsenbord	0.2	1.1	1000	200
AH05	toetsenbord	picture	silent	!	1.1	12051	1900	1100
AH05	tomaat	picture	silent	silent	0	0.2	800	0
AH05	tomaat	picture	silent	tomaat	0.2	1.1	1000	200
AH05	tomaat	picture	silent	!	1.1	12027	1900	1100
AH05	trampoline	picture	aloud	aloud	0	0.47	800	0
AH05	trampoline	picture	aloud	trampoline	0.47	10812	1266	466
AH05	trampoline	picture	aloud	!	10812	12093	1881	1081
AH05	vaas	picture+word	aloud	aloud	0	0.34	800	0
AH05	vaas	picture+word	aloud	vaas	0.34	0.89	1144	344
AH05	vaas	picture+word	aloud	!	0.89	12075	1690	890
AH05	varken	picture	silent	silent	0	0.2	800	0
AH05	varken	picture	silent	varken	0.2	1.1	1000	200
AH05	varken	picture	silent	!	1.1	1202	1900	1100
AH05	veiligheidsspeld	picture	aloud	aloud	0	0.2	800	0
AH05	veiligheidsspeld	picture	aloud	veiligheidsspeld	0.2	0.9	1000	200
AH05	veiligheidsspeld	picture	aloud	MISSED	0.9	12058	1698	898
