Subject	Dutch_name	Stimulus_type	Response_type	label	onset	offset	Real_onset	onset_ms
AH01	aardappel	picture+word	silent	silent	0	0.2	800	0
AH01	aardappel	picture+word	silent	aardappel	0.2	1.1	1000	200
AH01	aardappel	picture+word	silent	!	1.1	1.2	1900	1100
AH01	aardbei	picture	aloud	aloud	0	0.47	800	0
AH01	aardbei	picture	aloud	aardbei	0.47	1.05	1269	469
AH01	aardbei	picture	aloud	!	1.05	1.2	1848	1048
AH01	anker	picture	silent	silent	0	0.2	800	0
AH01	anker	picture	silent	anker	0.2	1.1	1000	200
AH01	anker	picture	silent	!	1.1	1.21	1900	1100
AH01	asperges	picture	aloud	aloud	0	0.5	800	0
AH01	asperges	picture	aloud	asperges	0.5	1.17	1302	502
AH01	asperges	picture	aloud	!	1.17	1.21	1969	1169
AH01	bakje	picture	silent	silent	0	0.2	800	0
AH01	bakje	picture	silent	bakje	0.2	1.1	1000	200
AH01	bakje	picture	silent	!	1.1	1.2	1900	1100
AH01	ballon	picture+word	silent	silent	0	0.2	800	0
AH01	ballon	picture+word	silent	ballon	0.2	1.1	1000	200
AH01	ballon	picture+word	silent	!	1.1	1.21	1900	1100
AH01	banaan	picture	silent	silent	0	0.2	800	0
AH01	banaan	picture	silent	banaan	0.2	1.1	1000	200
AH01	banaan	picture	silent	!	1.1	1.2	1900	1100
AH01	band	picture+word	silent	silent	0	0.2	800	0
AH01	band	picture+word	silent	band	0.2	1.1	1000	200
AH01	band	picture+word	silent	!	1.1	1.21	1900	1100
AH01	bed	picture	silent	silent	0	0.2	800	0
AH01	bed	picture	silent	bed	0.2	1.1	1000	200
AH01	bed	picture	silent	!	1.1	1.21	1900	1100
AH01	beker	picture	aloud	aloud	0	0.9	800	0
AH01	beker	picture	aloud	beker	0.9	1.17	1703	903
AH01	beker	picture	aloud	!	1.17	1.2	1974	1174
AH01	bierflesje	picture+word	aloud	aloud	0	0.42	800	0
AH01	bierflesje	picture+word	aloud	bierflesje	0.42	1.11	1222	422
AH01	bierflesje	picture+word	aloud	!	1.11	1.21	1910	1110
AH01	bijl	picture+word	silent	silent	0	0.2	800	0
AH01	bijl	picture+word	silent	bijl	0.2	1.1	1000	200
AH01	bijl	picture+word	silent	!	1.1	1.21	1900	1100
AH01	bleekselderij	picture+word	silent	silent	0	0.2	800	0
AH01	bleekselderij	picture+word	silent	bleekselderij	0.2	1.1	1000	200
AH01	bleekselderij	picture+word	silent	!	1.1	1.21	1900	1100
AH01	boom	picture	aloud	aloud	0	0.36	800	0
AH01	boom	picture	aloud	boom	0.36	0.64	1156	356
AH01	boom	picture	aloud	!	0.64	1.21	1439	639
AH01	bord	picture	silent	silent	0	0.2	800	0
AH01	bord	picture	silent	bord1	0.2	1.1	1000	200
AH01	bord	picture	silent	!	1.1	1.2	1900	1100
AH01	bril	picture	silent	silent	0	0.2	800	0
AH01	bril	picture	silent	bril1	0.2	1.1	1000	200
AH01	bril	picture	silent	!	1.1	1.21	1900	1100
AH01	broccoli	picture	aloud	aloud	0	0.47	800	0
AH01	broccoli	picture	aloud	broccoli	0.47	1.1	1270	470
AH01	broccoli	picture	aloud	!	1.1	1.2	1898	1098
AH01	brood	picture	silent	silent	0	0.2	800	0
AH01	brood	picture	silent	brood	0.2	1.1	1000	200
AH01	brood	picture	silent	!	1.1	1.2	1900	1100
AH01	brug	picture+word	aloud	aloud	0	0.52	800	0
AH01	brug	picture+word	aloud	brug	0.52	0.96	1316	516
AH01	brug	picture+word	aloud	!	0.96	1.2	1757	957
AH01	cadeau	picture+word	silent	silent	0	0.2	800	0
AH01	cadeau	picture+word	silent	cadeau1	0.2	1.1	1000	200
AH01	cadeau	picture+word	silent	!	1.1	1.2	1900	1100
AH01	champagne	picture	silent	silent	0	0.2	800	0
AH01	champagne	picture	silent	champagne	0.2	1.1	1000	200
AH01	champagne	picture	silent	!	1.1	1.21	1900	1100
AH01	champignon	picture	silent	silent	0	0.2	800	0
AH01	champignon	picture	silent	champignon1	0.2	1.1	1000	200
AH01	champignon	picture	silent	!	1.1	1.21	1900	1100
AH01	courgette	picture+word	aloud	aloud	0	0.53	800	0
AH01	courgette	picture+word	aloud	courgette	0.53	1.06	1332	532
AH01	courgette	picture+word	aloud	!	1.06	1.2	1858	1058
AH01	deegroller	picture	aloud	aloud	0	1.17	800	0
AH01	deegroller	picture	aloud	deegroller	1.17	1.17	1966	1166
AH01	deegroller	picture	aloud	!	1.17	1.2	1972	1172
AH01	dolfijn	picture+word	aloud	aloud	0	0.41	800	0
AH01	dolfijn	picture+word	aloud	dolfijn	0.41	0.96	1213	413
AH01	dolfijn	picture+word	aloud	!	0.96	1.21	1761	961
AH01	doos	picture+word	silent	silent	0	0.2	800	0
AH01	doos	picture+word	silent	doos	0.2	1.1	1000	200
AH01	doos	picture+word	silent	!	1.1	1.2	1900	1100
AH01	douche	picture	aloud	aloud	0	0.42	800	0
AH01	douche	picture	aloud	douche	0.42	0.9	1221	421
AH01	douche	picture	aloud	!	0.9	1.2	1698	898
AH01	drumstel	picture+word	silent	silent	0	0.2	800	0
AH01	drumstel	picture+word	silent	drumstel	0.2	1.1	1000	200
AH01	drumstel	picture+word	silent	!	1.1	1.2	1900	1100
AH01	ductape	picture+word	silent	silent	0	0.2	800	0
AH01	ductape	picture+word	silent	ductape	0.2	1.1	1000	200
AH01	ductape	picture+word	silent	!	1.1	1.2	1900	1100
AH01	ei	picture	aloud	aloud	0	0.42	800	0
AH01	ei	picture	aloud	ei	0.42	0.78	1221	421
AH01	ei	picture	aloud	!	0.78	1.2	1580	780
AH01	elleboog	picture	aloud	aloud	0	1.17	800	0
AH01	elleboog	picture	aloud	elleboog	1.17	1.17	1966	1166
AH01	elleboog	picture	aloud	!	1.17	1.2	1972	1172
AH01	friet	picture+word	aloud	aloud	0	0.35	800	0
AH01	friet	picture+word	aloud	friet	0.35	0.86	1147	347
AH01	friet	picture+word	aloud	!	0.86	1.2	1659	859
AH01	foehn	picture+word	silent	silent	0	0.2	800	0
AH01	foehn	picture+word	silent	foehn	0.2	1.1	1000	200
AH01	foehn	picture+word	silent	!	1.1	1.2	1900	1100
AH01	gember	picture	aloud	aloud	0	0.4	800	0
AH01	gember	picture	aloud	gember	0.4	0.99	1202	402
AH01	gember	picture	aloud	!	0.99	1.2	1794	994
AH01	hamer	picture+word	silent	silent	0	0.2	800	0
AH01	hamer	picture+word	silent	hamer	0.2	1.1	1000	200
AH01	hamer	picture+word	silent	!	1.1	1.2	1900	1100
AH01	handboeien	picture	aloud	aloud	0	0.44	800	0
AH01	handboeien	picture	aloud	handboeien	0.44	1.15	1236	436
AH01	handboeien	picture	aloud	!	1.15	1.2	1954	1154
AH01	helikopter	picture+word	silent	silent	0	0.2	800	0
AH01	helikopter	picture+word	silent	helikopter	0.2	1.1	1000	200
AH01	helikopter	picture+word	silent	!	1.1	1.2	1900	1100
AH01	kaars	picture	silent	silent	0	0.2	800	0
AH01	kaars	picture	silent	kaars	0.2	1.1	1000	200
AH01	kaars	picture	silent	!	1.1	1.2	1900	1100
AH01	kangoeroe	picture+word	aloud	aloud	0	0.47	800	0
AH01	kangoeroe	picture+word	aloud	kangoeroe	0.47	1.02	1275	475
AH01	kangoeroe	picture+word	aloud	!	1.02	1.2	1824	1024
AH01	kip	picture+word	silent	silent	0	0.2	800	0
AH01	kip	picture+word	silent	kip	0.2	1.1	1000	200
AH01	kip	picture+word	silent	!	1.1	1.2	1900	1100
AH01	kiwi	picture	aloud	aloud	0	0.48	800	0
AH01	kiwi	picture	aloud	kiwi	0.48	0.84	1278	478
AH01	kiwi	picture	aloud	!	0.84	1.21	1638	838
AH01	kleerhanger	picture	silent	silent	0	0.2	800	0
AH01	kleerhanger	picture	silent	kleerhanger	0.2	1.1	1000	200
AH01	kleerhanger	picture	silent	!	1.1	1.2	1900	1100
AH01	klomp	picture+word	aloud	aloud	0	0.46	800	0
AH01	klomp	picture+word	aloud	klomp	0.46	0.88	1256	456
AH01	klomp	picture+word	aloud	!	0.88	1.2	1677	877
AH01	knoop	picture+word	silent	silent	0	0.2	800	0
AH01	knoop	picture+word	silent	knoop	0.2	1.1	1000	200
AH01	knoop	picture+word	silent	!	1.1	1.21	1900	1100
AH01	kokosnoot	picture+word	silent	silent	0	0.2	800	0
AH01	kokosnoot	picture+word	silent	kokosnoot	0.2	1.1	1000	200
AH01	kokosnoot	picture+word	silent	!	1.1	1.2	1900	1100
AH01	kroon	picture	silent	silent	0	0.2	800	0
AH01	kroon	picture	silent	kroon	0.2	1.1	1000	200
AH01	kroon	picture	silent	!	1.1	1.2	1900	1100
AH01	kurk	picture+word	silent	silent	0	0.2	800	0
AH01	kurk	picture+word	silent	kurk	0.2	1.1	1000	200
AH01	kurk	picture+word	silent	!	1.1	1.2	1900	1100
AH01	kwast	picture+word	silent	silent	0	0.2	800	0
AH01	kwast	picture+word	silent	kwast	0.2	1.1	1000	200
AH01	kwast	picture+word	silent	!	1.1	1.2	1900	1100
AH01	laars	picture	aloud	aloud	0	0.5	800	0
AH01	laars	picture	aloud	laars	0.5	0.99	1304	504
AH01	laars	picture	aloud	!	0.99	1.2	1786	986
AH01	ladder	picture+word	aloud	aloud	0	0.41	800	0
AH01	ladder	picture+word	aloud	ladder	0.41	0.91	1211	411
AH01	ladder	picture+word	aloud	!	0.91	1.2	1715	915
AH01	lepel	picture	silent	silent	0	0.2	800	0
AH01	lepel	picture	silent	lepel	0.2	1.1	1000	200
AH01	lepel	picture	silent	!	1.1	1.2	1900	1100
AH01	limoen	picture	silent	silent	0	0.2	800	0
AH01	limoen	picture	silent	limoen	0.2	1.1	1000	200
AH01	limoen	picture	silent	!	1.1	1.2	1900	1100
AH01	liniaal	picture+word	aloud	aloud	0	0.5	800	0
AH01	liniaal	picture+word	aloud	liniaal	0.5	1.07	1305	505
AH01	liniaal	picture+word	aloud	!	1.07	1.2	1870	1070
AH01	lippenstift	picture+word	silent	silent	0	0.2	800	0
AH01	lippenstift	picture+word	silent	lippenstift	0.2	1.1	1000	200
AH01	lippenstift	picture+word	silent	!	1.1	1.2	1900	1100
AH01	maan	picture	aloud	aloud	0	0.2	800	0
AH01	maan	picture	aloud	maan	0.2	1.02	1000	200
AH01	maan	picture	aloud	MISSED	1.02	1.2	1816	1016
AH01	magnetron	picture+word	aloud	aloud	0	0.39	800	0
AH01	magnetron	picture+word	aloud	magnetron	0.39	1.08	1191	391
AH01	magnetron	picture+word	aloud	!	1.08	1.21	1876	1076
AH01	mais	picture+word	aloud	aloud	0	0.5	800	0
AH01	mais	picture+word	aloud	mais	0.5	0.97	1302	502
AH01	mais	picture+word	aloud	!	0.97	1.2	1771	971
AH01	microfoon	picture+word	aloud	aloud	0	0.36	800	0
AH01	microfoon	picture+word	aloud	microfoon	0.36	1	1157	357
AH01	microfoon	picture+word	aloud	!	1	1.21	1800	1000
AH01	microscoop	picture+word	aloud	aloud	0	0.47	800	0
AH01	microscoop	picture+word	aloud	microscoop	0.47	1.18	1273	473
AH01	microscoop	picture+word	aloud	!	1.18	1.21	1978	1178
AH01	mier	picture	silent	silent	0	0.2	800	0
AH01	mier	picture	silent	mier	0.2	1.1	1000	200
AH01	mier	picture	silent	!	1.1	1.21	1900	1100
AH01	muis	picture+word	silent	silent	0	0.2	800	0
AH01	muis	picture+word	silent	muis	0.2	1.1	1000	200
AH01	muis	picture+word	silent	!	1.1	1.21	1900	1100
AH01	naaimachine	picture+word	aloud	aloud	0	0.44	800	0
AH01	naaimachine	picture+word	aloud	naaimachine	0.44	1.17	1236	436
AH01	naaimachine	picture+word	aloud	!	1.17	1.21	1970	1170
AH01	nietmachine	picture+word	silent	silent	0	0.2	800	0
AH01	nietmachine	picture+word	silent	nietmachine	0.2	1.1	1000	200
AH01	nietmachine	picture+word	silent	!	1.1	1.2	1900	1100
AH01	oor	picture+word	aloud	aloud	0	0.53	800	0
AH01	oor	picture+word	aloud	oor	0.53	0.9	1328	528
AH01	oor	picture+word	aloud	!	0.9	1.2	1698	898
AH01	paard	picture+word	aloud	aloud	0	0.39	800	0
AH01	paard	picture+word	aloud	paard	0.39	0.85	1189	389
AH01	paard	picture+word	aloud	!	0.85	1.2	1646	846
AH01	panda	picture	silent	silent	0	0.2	800	0
AH01	panda	picture	silent	panda	0.2	1.1	1000	200
AH01	panda	picture	silent	!	1.1	1.2	1900	1100
AH01	papegaai	picture+word	silent	silent	0	0.2	800	0
AH01	papegaai	picture+word	silent	papegaai	0.2	1.1	1000	200
AH01	papegaai	picture+word	silent	!	1.1	1.21	1900	1100
AH01	paperclip	picture	silent	silent	0	0.2	800	0
AH01	paperclip	picture	silent	paperclip	0.2	1.1	1000	200
AH01	paperclip	picture	silent	!	1.1	1.2	1900	1100
AH01	paraplu	picture	aloud	aloud	0	0.51	800	0
AH01	paraplu	picture	aloud	paraplu	0.51	0.11	1314	514
AH01	paraplu	picture	aloud	!	1.12	1.2	1916	1116
AH01	peer	picture+word	aloud	aloud	0	0.43	800	0
AH01	peer	picture+word	aloud	peer	0.43	0.83	1233	433
AH01	peer	picture+word	aloud	!	0.83	1.2	1633	833
AH01	pen	picture+word	silent	silent	0	0.2	800	0
AH01	pen	picture+word	silent	pen	0.2	1.1	1000	200
AH01	pen	picture+word	silent	!	1.1	1.2	1900	1100
AH01	pijp	picture	aloud	aloud	0	0.51	800	0
AH01	pijp	picture	aloud	pijp	0.51	0.94	1312	512
AH01	pijp	picture	aloud	!	0.94	1.2	1742	942
AH01	pizza	picture	silent	silent	0	0.2	800	0
AH01	pizza	picture	silent	pizza	0.2	1.1	1000	200
AH01	pizza	picture	silent	!	1.1	1.2	1900	1100
AH01	pompoen	picture	aloud	aloud	0	0.47	800	0
AH01	pompoen	picture	aloud	pompoen	0.47	0.98	1274	474
AH01	pompoen	picture	aloud	!	0.98	12068	1783	983
AH01	potlood	picture	aloud	aloud	0	0.45	800	0
AH01	potlood	picture	aloud	potlood	0.45	10265	1248	448
AH01	potlood	picture	aloud	!	10265	12049	1827	1027
AH01	prei	picture	aloud	aloud	0	0.51	800	0
AH01	prei	picture	aloud	prei	0.51	0.93	1313	513
AH01	prei	picture	aloud	!	0.93	12084	1732	932
AH01	rasp	picture+word	silent	silent	0	0.2	800	0
AH01	rasp	picture+word	silent	rasp	0.2	1.1	1000	200
AH01	rasp	picture+word	silent	!	1.1	12045	1900	1100
AH01	rekenmachine	picture+word	silent	silent	0	0.2	800	0
AH01	rekenmachine	picture+word	silent	rekenmachine	0.2	1.1	1000	200
AH01	rekenmachine	picture+word	silent	!	1.1	11994	1900	1100
AH01	ring	picture	aloud	aloud	0	0.54	800	0
AH01	ring	picture	aloud	ring	0.54	0.86	1341	541
AH01	ring	picture	aloud	!	0.86	12064	1658	858
AH01	rolstoel	picture	silent	silent	0	0.2	800	0
AH01	rolstoel	picture	silent	rolstoel	0.2	1.1	1000	200
AH01	rolstoel	picture	silent	!	1.1	12067	1900	1100
AH01	roltrap	picture+word	aloud	aloud	0	0.45	800	0
AH01	roltrap	picture+word	aloud	roltrap	0.45	10059	1247	447
AH01	roltrap	picture+word	aloud	!	10059	12047	1806	1006
AH01	saxofoon	picture+word	aloud	aloud	0	0.39	800	0
AH01	saxofoon	picture+word	aloud	saxofoon	0.39	10739	1194	394
AH01	saxofoon	picture+word	aloud	!	10739	1208	1874	1074
AH01	schaakspel	picture+word	aloud	aloud	0	0.43	800	0
AH01	schaakspel	picture+word	aloud	schaakspel	0.43	11411	1225	425
AH01	schaakspel	picture+word	aloud	!	11411	12076	1941	1141
AH01	schaal	picture	silent	silent	0	0.2	800	0
AH01	schaal	picture	silent	schaal	0.2	1.1	1000	200
AH01	schaal	picture	silent	!	1.1	12071	1900	1100
AH01	schaap	picture	aloud	aloud	0	0.36	800	0
AH01	schaap	picture	aloud	schaap	0.36	0.94	1161	361
AH01	schaap	picture	aloud	!	0.94	12013	1735	935
AH01	schaats	picture	silent	silent	0	0.2	800	0
AH01	schaats	picture	silent	schaats	0.2	1.1	1000	200
AH01	schaats	picture	silent	!	1.1	12066	1900	1100
AH01	schildpad	picture+word	aloud	aloud	0	0.39	800	0
AH01	schildpad	picture+word	aloud	schildpad	0.39	1.1	1187	387
AH01	schildpad	picture+word	aloud	!	1.1	12009	1900	1100
AH01	schoorsteen	picture+word	aloud	aloud	0	0.4	800	0
AH01	schoorsteen	picture+word	aloud	schoorsteen	0.4	11154	1203	403
AH01	schoorsteen	picture+word	aloud	!	11154	12077	1915	1115
AH01	schouder	picture	aloud	aloud	0	0.69	800	0
AH01	schouder	picture	aloud	schouder	0.69	11743	1491	691
AH01	schouder	picture	aloud	!	11743	12075	1974	1174
AH01	schroevendraaier	picture+word	aloud	aloud	0	0.37	800	0
AH01	schroevendraaier	picture+word	aloud	schroevendraaier	0.37	11698	1175	375
AH01	schroevendraaier	picture+word	aloud	!	11698	12013	1970	1170
AH01	sigaar	picture	aloud	aloud	0	0.36	800	0
AH01	sigaar	picture	aloud	sigaar	0.36	0.9	1160	360
AH01	sigaar	picture	aloud	!	0.9	12012	1702	902
AH01	skelet	picture	aloud	aloud	0	0.39	800	0
AH01	skelet	picture	aloud	skelet	0.39	10165	1191	391
AH01	skelet	picture	aloud	!	10165	12083	1817	1017
AH01	sla	picture+word	silent	silent	0	0.2	800	0
AH01	sla	picture+word	silent	sla	0.2	1.1	1000	200
AH01	sla	picture+word	silent	!	1.1	1201	1900	1100
AH01	sok	picture+word	aloud	aloud	0	0.38	800	0
AH01	sok	picture+word	aloud	sok	0.38	0.82	1178	378
AH01	sok	picture+word	aloud	!	0.82	12013	1617	817
AH01	spatel	picture+word	aloud	aloud	0	0.44	800	0
AH01	spatel	picture+word	aloud	spatel	0.44	0.98	1238	438
AH01	spatel	picture+word	aloud	!	0.98	12083	1776	976
AH01	spiegel	picture+word	aloud	aloud	0	0.37	800	0
AH01	spiegel	picture+word	aloud	spiegel	0.37	0.93	1174	374
AH01	spiegel	picture+word	aloud	!	0.93	12047	1730	930
AH01	stanleymes	picture	silent	silent	0	0.2	800	0
AH01	stanleymes	picture	silent	stanleymes	0.2	1.1	1000	200
AH01	stanleymes	picture	silent	!	1.1	12077	1900	1100
AH01	stoel	picture+word	aloud	aloud	0	0.36	800	0
AH01	stoel	picture+word	aloud	stoel	0.36	0.81	1164	364
AH01	stoel	picture+word	aloud	!	0.81	12073	1614	814
AH01	strijkplank	picture	silent	silent	0	0.2	800	0
AH01	strijkplank	picture	silent	strijkplank	0.2	1.1	1000	200
AH01	strijkplank	picture	silent	!	1.1	12018	1900	1100
AH01	stuur	picture	aloud	aloud	0	0.38	800	0
AH01	stuur	picture	aloud	stuur	0.38	0.98	1181	381
AH01	stuur	picture	aloud	!	0.98	1.2	1777	977
AH01	surfplank	picture+word	silent	silent	0	0.2	800	0
AH01	surfplank	picture+word	silent	surfplank	0.2	1.1	1000	200
AH01	surfplank	picture+word	silent	!	1.1	12051	1900	1100
AH01	t-shirt	picture+word	silent	silent	0	0.2	800	0
AH01	t-shirt	picture+word	silent	t-shirt	0.2	1.1	1000	200
AH01	t-shirt	picture+word	silent	!	1.1	12033	1900	1100
AH01	tafel	picture	aloud	aloud	0	0.42	800	0
AH01	tafel	picture	aloud	tafel	0.42	0.91	1218	418
AH01	tafel	picture	aloud	!	0.91	12009	1712	912
AH01	ton	picture	aloud	aloud	0	0.55	800	0
AH01	ton	picture	aloud	ton	0.55	0.92	1351	551
AH01	ton	picture	aloud	!	0.92	12043	1716	916
AH01	trechter	picture	silent	silent	0	0.2	800	0
AH01	trechter	picture	silent	trechter	0.2	1.1	1000	200
AH01	trechter	picture	silent	!	1.1	1204	1900	1100
AH01	tuinslang	picture+word	aloud	aloud	0	0.42	800	0
AH01	tuinslang	picture+word	aloud	tuinslang	0.42	10045	1216	416
AH01	tuinslang	picture+word	aloud	!	10045	12021	1805	1005
AH01	tulp	picture+word	silent	silent	0	0.2	800	0
AH01	tulp	picture+word	silent	tulp	0.2	1.1	1000	200
AH01	tulp	picture+word	silent	!	1.1	12076	1900	1100
AH01	ui	picture+word	aloud	aloud	0	0.52	800	0
AH01	ui	picture+word	aloud	ui	0.52	0.81	1323	523
AH01	ui	picture+word	aloud	!	0.81	1208	1608	808
AH01	veer	picture	silent	silent	0	0.2	800	0
AH01	veer	picture	silent	veer	0.2	1.1	1000	200
AH01	veer	picture	silent	!	1.1	12026	1900	1100
AH01	vergrootglas	picture+word	silent	silent	0	0.2	800	0
AH01	vergrootglas	picture+word	silent	vergrootglas1	0.2	1.1	1000	200
AH01	vergrootglas	picture+word	silent	!	1.1	11999	1900	1100
AH01	verwarming	picture	silent	silent	0	0.2	800	0
AH01	verwarming	picture	silent	verwarming1	0.2	1.1	1000	200
AH01	verwarming	picture	silent	!	1.1	12009	1900	1100
AH01	vingerhoedje	picture	silent	silent	0	0.2	800	0
AH01	vingerhoedje	picture	silent	vingerhoedje	0.2	1.1	1000	200
AH01	vingerhoedje	picture	silent	!	1.1	12078	1900	1100
AH01	viool	picture+word	silent	silent	0	0.2	800	0
AH01	viool	picture+word	silent	viool	0.2	1.1	1000	200
AH01	viool	picture+word	silent	!	1.1	12066	1900	1100
AH01	vlag	picture	aloud	aloud	0	1093	800	0
AH01	vlag	picture	aloud	vlag	1093	11718	1893	1093
AH01	vlag	picture	aloud	!	11718	12064	1972	1172
AH01	vlieger	picture	silent	silent	0	0.2	800	0
AH01	vlieger	picture	silent	vlieger	0.2	1.1	1000	200
AH01	vlieger	picture	silent	!	1.1	12073	1900	1100
AH01	vuurtoren	picture	aloud	aloud	0	0.61	800	0
AH01	vuurtoren	picture	aloud	vuurtoren	0.61	11665	1410	610
AH01	vuurtoren	picture	aloud	!	11665	12065	1967	1167
AH01	wandelstok	picture+word	aloud	aloud	0	0.59	800	0
AH01	wandelstok	picture+word	aloud	wandelstok	0.59	11697	1387	587
AH01	wandelstok	picture+word	aloud	!	11697	12012	1970	1170
AH01	watermeloen	picture+word	silent	silent	0	0.2	800	0
AH01	watermeloen	picture+word	silent	watermeloen	0.2	1.1	1000	200
AH01	watermeloen	picture+word	silent	!	1.1	12081	1900	1100
AH01	weegschaal	picture	aloud	aloud	0	0.52	800	0
AH01	weegschaal	picture	aloud	weegschaal	0.52	1.1	1323	523
AH01	weegschaal	picture	aloud	!	1.1	12044	1900	1100
AH01	winkelwagen	picture+word	aloud	aloud	0	0.44	800	0
AH01	winkelwagen	picture+word	aloud	winkelwagen	0.44	11774	1241	441
AH01	winkelwagen	picture+word	aloud	!	11774	12075	1977	1177
AH01	witlof	picture	silent	silent	0	0.2	800	0
AH01	witlof	picture	silent	witlof	0.2	1.1	1000	200
AH01	witlof	picture	silent	!	1.1	12041	1900	1100
AH01	wolk	picture	aloud	aloud	0	0.34	800	0
AH01	wolk	picture	aloud	wolk	0.34	0.72	1140	340
AH01	wolk	picture	aloud	!	0.72	12036	1519	719
AH01	wortel	picture	aloud	aloud	0	0.44	800	0
AH01	wortel	picture	aloud	wortel	0.44	0.88	1237	437
AH01	wortel	picture	aloud	!	0.88	1208	1683	883
AH01	zaag	picture	silent	silent	0	0.2	800	0
AH01	zaag	picture	silent	zaag	0.2	1.1	1000	200
AH01	zaag	picture	silent	!	1.1	11995	1900	1100
AH01	zaklamp	picture	silent	silent	0	0.2	800	0
AH01	zaklamp	picture	silent	zaklamp1	0.2	1.1	1000	200
AH01	zaklamp	picture	silent	!	1.1	12046	1900	1100
AH01	zandloper	picture+word	silent	silent	0	0.2	800	0
AH01	zandloper	picture+word	silent	zandloper	0.2	1.1	1000	200
AH01	zandloper	picture+word	silent	!	1.1	12012	1900	1100
AH01	zebra	picture	silent	silent	0	0.2	800	0
AH01	zebra	picture	silent	zebra	0.2	1.1	1000	200
AH01	zebra	picture	silent	!	1.1	12033	1900	1100
AH01	zeef	picture+word	aloud	aloud	0	0.39	800	0
AH01	zeef	picture+word	aloud	zeef	0.39	0.96	1186	386
AH01	zeef	picture+word	aloud	!	0.96	12007	1761	961
AH02	aardappel	picture+word	aloud	aloud	0	0.4	800	0
AH02	aardappel	picture+word	aloud	aardappel	0.4	0.97	1200	400
AH02	aardappel	picture+word	aloud	!	0.97	12047	1771	971
AH02	aardbei	picture+word	silent	silent	0	0.2	800	0
AH02	aardbei	picture+word	silent	aardbei	0.2	1.1	1000	200
AH02	aardbei	picture+word	silent	!	1.1	12027	1900	1100
AH02	anker	picture	aloud	aloud	0	11693	800	0
AH02	anker	picture	aloud	anker	11693	11754	1969	1169
AH02	anker	picture	aloud	!	11754	12047	1975	1175
AH02	asperges	picture+word	silent	silent	0	0.2	800	0
AH02	asperges	picture+word	silent	asperges	0.2	1.1	1000	200
AH02	asperges	picture+word	silent	!	1.1	12057	1900	1100
AH02	bakje	picture	aloud	aloud	0	11684	800	0
AH02	bakje	picture	aloud	bakje	11684	11737	1968	1168
AH02	bakje	picture	aloud	!	11737	12022	1974	1174
AH02	ballon	picture+word	aloud	aloud	0	0.45	800	0
AH02	ballon	picture+word	aloud	ballon	0.45	0.9	1249	449
AH02	ballon	picture+word	aloud	!	0.9	12036	1699	899
AH02	banaan	picture	aloud	aloud	0	0.37	800	0
AH02	banaan	picture	aloud	banaan	0.37	0.85	1172	372
AH02	banaan	picture	aloud	!	0.85	12086	1652	852
AH02	band	picture+word	aloud	aloud	0	0.43	800	0
AH02	band	picture+word	aloud	band	0.43	0.9	1230	430
AH02	band	picture+word	aloud	!	0.9	12094	1704	904
AH02	bed	picture	aloud	aloud	0	0.43	800	0
AH02	bed	picture	aloud	bed	0.43	0.82	1230	430
AH02	bed	picture	aloud	!	0.82	12014	1624	824
AH02	beker	picture+word	silent	silent	0	0.2	800	0
AH02	beker	picture+word	silent	beker	0.2	1.1	1000	200
AH02	beker	picture+word	silent	!	1.1	12053	1900	1100
AH02	bierflesje	picture	silent	silent	0	0.2	800	0
AH02	bierflesje	picture	silent	bierflesje	0.2	1.1	1000	200
AH02	bierflesje	picture	silent	!	1.1	12051	1900	1100
AH02	bijl	picture+word	aloud	aloud	0	0.64	800	0
AH02	bijl	picture+word	aloud	bijl	0.64	10112	1445	645
AH02	bijl	picture+word	aloud	!	10112	12056	1811	1011
AH02	bleekselderij	picture+word	aloud	aloud	0	0.59	800	0
AH02	bleekselderij	picture+word	aloud	bleekselderij	0.59	11722	1391	591
AH02	bleekselderij	picture+word	aloud	!	11722	12053	1972	1172
AH02	boom	picture+word	silent	silent	0	0.2	800	0
AH02	boom	picture+word	silent	boom	0.2	1.1	1000	200
AH02	boom	picture+word	silent	!	1.1	12055	1900	1100
AH02	bord	picture	aloud	aloud	0	0.34	800	0
AH02	bord	picture	aloud	bord	0.34	0.79	1144	344
AH02	bord	picture	aloud	!	0.79	12048	1585	785
AH02	bril	picture	aloud	aloud	0	0.43	800	0
AH02	bril	picture	aloud	bril	0.43	0.85	1235	435
AH02	bril	picture	aloud	!	0.85	12019	1647	847
AH02	broccoli	picture+word	silent	silent	0	0.2	800	0
AH02	broccoli	picture+word	silent	broccoli	0.2	1.1	1000	200
AH02	broccoli	picture+word	silent	!	1.1	12053	1900	1100
AH02	brood	picture	aloud	aloud	0	0.66	800	0
AH02	brood	picture	aloud	brood	0.66	11311	1461	661
AH02	brood	picture	aloud	!	11311	12067	1931	1131
AH02	brug	picture	silent	silent	0	0.2	800	0
AH02	brug	picture	silent	brug	0.2	1.1	1000	200
AH02	brug	picture	silent	!	1.1	12046	1900	1100
AH02	cadeau	picture+word	aloud	aloud	0	0.41	800	0
AH02	cadeau	picture+word	aloud	cadeau	0.41	0.93	1212	412
AH02	cadeau	picture+word	aloud	!	0.93	12023	1729	929
AH02	champagne	picture	aloud	aloud	0	0.43	800	0
AH02	champagne	picture	aloud	champagne	0.43	10738	1229	429
